,area,content,count,date,like,link,page,pk,title
166,中山區,雙北房市水漲船高，即使政府出手打房，房價仍然居高不下，雖然近日房市較為冷清，但對於想買屋的首購族來說，仍然難以下手。有網友在知名論壇《Mobile 01》PO文，請網友解惑「現在進場買台北市房適合嗎」？ 原PO網友表示，原本與妻子兩人在新北市租一個月15000的房子，考慮到租金可以拿來付房貸，想趁房市清淡換至北市中山區的小套房。但卻擔心現在進場不知道會不會反而是幫投資客解套，而且銀行現在的貸款成數縮減（最高可貸到8成），也讓他PO文向網友求解。 原PO的請益文引發不少網友的正反討論。有網友以原PO目前的租房花費，算出1200萬貸8成960萬，以目前常見利率1.3%到3%來計算，前三年光是利息就要14萬，之後每年利息要20至28萬，看起來光是利息就比目前房租略高，還必須壓頭期款200多萬在銀行。每月分攤本金加利息，若分30年每個月要繳連本帶利4.5萬，分20年也要繳近6萬塊。也有網友列出建議公式，指1.5萬 X 12 (年房租) / 1200萬= 1.5%，也就是說房價一年跌超過1.5%的話，買房賠的錢比用租的還多，若明年房價看跌1.5%的話，越買越賠。認為在考量到房市低迷的情況下，可以先不要買房。 也有網友認為，這波房市至少跌3年，久的話跌5到7年都有可能，不需要現在進場。也有人建議若是要花1200萬買北市小套房，不如找鄰近的新北地區，不少捷運站附近還能找到2房1廳或者1大房1廳的。明年看政府是否能提供較為穩定的政策與房市再考慮，但也可以從現在開始就與房仲聯繫，多比較幾間房仲業者，或許能爭取到更多。支持原PO入場的網友認為，若是不會造成生活負擔的話，喜歡就買吧，甚至可以看看新建案。因為有些二手的開價不會比新建案低到哪裡去，有急用的話，每個時間點都是適合的時間。也有網友認為，雖然有租屋派認為不需要被房貸綁住，原PO的預算1200萬以現在的租屋價格來看，可以租66年。但是這些錢最後也全部進入別人口袋，而且未必年紀大了以後，還能有足以支付租金的收入。若是買房的話，至少房子還是自己的，差別只在於到時候的房價是好還是不好而已。（隋昊志／綜合報導）,7,2015/10/28/,,http://www.appledaily.com.tw/realtimenews/article/life/20151028/720874/applesearch/1.5萬房租想買1200萬小套房　網友算給他看,1,apl00167,1.5萬房租想買1200萬小套房　網友算給他看
167,中山區,"上極鍋物．壽喜燒 溫暖上市【行銷專題企劃】吉野家於台灣深根28年，近期引進旗下系列鍋物どん亭Don tei，將帶給台灣消費者完全不同的用餐體驗及上極感受！ 日系極簡禪風鍋物どん亭Don tei誕生於1990年日本群馬縣前橋市，以上極火鍋及壽喜燒吃到飽為主體的餐飲品牌，並秉持一期一會體貼細心的服務精神，期盼讓台灣消費者完整體驗日本飲食款待文化。位於台北中山商圈的台灣一號店更斥資新台幣3000多萬，邀請甫獲選日本設計大獎的文儀團隊共同打造用餐空間，貫穿「禪」之空無的侘寂精神為軸心，佔地百坪約有90個客席，並擁2間尊崇及私密性兼具之獨立和室包廂，晚間用餐時的隔間搭上牆面上的禪風燈飾，更彷若穿梭於日本當地用餐，非常適合會席宴客或三代家族團聚，讓どん亭Don tei提供最簡單但最美好的尊榮心意。 高檔和牛無限供應嚴選各式豪氣高單肉品，包含肉質入口即化的澳洲黑毛和牛、美國Prime等級肩胛牛與油花分布均勻的雪花牛，另外也包含台灣本土鮮美肉質的梅花豚，多數老饕更躍躍欲試為和牛前來用餐！無限供應的前菜與每日產地新鮮直送的蔬菜，特別推薦前菜醬燒玉米筍，蔬食本身清爽的湯汁相當開胃迷人，湯底則有壽喜燒、豚骨、辛辣等五種選項，簡單原味呈現「純和風」壽喜燒與上極火鍋。店家資訊どん亭Don tei台灣一號店地址：台北市中山區中山北路一段152號2樓（近捷運中山站二號出口）電話：0909-555-877營業時間：11:00-00:00（每月第三週的週三為定休日） 用餐方式吃到飽用餐方案，應以下四種價位提供不同品項肉品選擇（同桌需同方案）每人用餐時間為150分鐘A. 1880元 可選澳洲黑毛和牛、美國雪花牛、美國肩胛牛、本土梅花豚B. 1480元 可選美國雪花牛、美國肩胛牛、本土梅花豚C. 980元 可選美國雪花牛、本土梅花豚D. 880元 可選本土梅花豚どん亭Don tei 台灣一號店10/23(五)-12/06(日)止開幕活動1.單筆消費滿2,000元，送精美來店禮乙份（數量有限送完為止）2.來店消費賞上極鍋物/壽喜燒  • 6人同行1人免費  • 4人同行1人半價  • 3人同行1人7折",8,2015/10/28/,,http://www.appledaily.com.tw/realtimenews/article/life/20151028/720714/applesearch/【特企】台灣どん亭Dontei,1,apl00168,【特企】台灣どん亭Don tei
168,中山區,,9,2015/10/28/,,http://www.appledaily.com.tw/appledaily/article/property/20151028/36866416/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,1,apl00169,代銷跨行建築又一案  創意家好地段蓋好房子
169,中山區,,10,2015/10/27/,,http://www.appledaily.com.tw/appledaily/article/property/20151027/36863404/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,1,apl00170,代銷跨行建築又一案  創意家好地段蓋好房子
170,中山區,,11,2015/10/26/,,http://www.appledaily.com.tw/appledaily/article/property/20151026/36862543/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,2,apl00171,代銷跨行建築又一案  創意家好地段蓋好房子
171,中山區,,12,2015/10/26/,,http://www.appledaily.com.tw/appledaily/article/entertainment/20151026/36862299/applesearch/代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品,2,apl00172,代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品
172,中山區,,13,2015/10/25/,,http://www.appledaily.com.tw/appledaily/article/headline/20151025/36860680/applesearch/代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品,2,apl00173,代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品
173,中山區,,14,2015/10/25/,,http://www.appledaily.com.tw/appledaily/article/property/20151025/36860954/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,2,apl00174,代銷跨行建築又一案  創意家好地段蓋好房子
174,中山區,,15,2015/10/24/,,http://www.appledaily.com.tw/appledaily/article/entertainment/20151024/36858898/applesearch/代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品,2,apl00175,代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品
175,中山區,,16,2015/10/24/,,http://www.appledaily.com.tw/appledaily/article/property/20151024/36859178/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,2,apl00176,代銷跨行建築又一案  創意家好地段蓋好房子
176,中山區,登革熱疫情延燒，北市今再新增2例本土個案，今年截至今天，累計本土性登革熱確診個案為59例及境外移入個案52例。今新增2例本土個案，一名為居住在中山區的33歲男子，上周六出現發燒症狀，隔天至醫院住院採檢送驗並隔離休養，目前掌握台北接觸者1人，無疑似症狀，但目前尚在釐清感染源，並將持續監測個案及接觸者情況。另一名個案為居住萬華區的36歲女性，上周一至三曾至高雄，於本周一出現發燒症狀，周三至醫院就醫採檢送驗後返家休養，目前掌握台北接觸者2人，初步排除感染地為北市。台北市衛生局疾病管制處指陳少卿表示，目前已啟動登革熱緊急防治措施，針對本土及境外移入個案居住地及病毒血症期停留大於兩小時的活動地周邊半徑100範圍，進行病媒蚊密度調查及清除孳生源，並持續監測個案及接觸者狀況。（沈能元／台北報導）</iframe,17,2015/10/23/,,http://www.appledaily.com.tw/realtimenews/article/life/20151023/717812/applesearch/北市新增2例登革熱個案　1人曾到高雄,2,apl00177,北市新增2例登革熱個案　1人曾到高雄
177,中山區,"高檔和牛吃到飽 人間享受  開幕期間來店消費享優惠【廣編特輯】吉野家在台28年,近幾年更是動作頻頻，開設不同業態餐廳，備受日本吉野家控股集團支持！台灣吉野家於2014年年底引進どん亭Don tei，該品牌以上極火鍋﹅壽喜燒“食べ放題”為主體的餐飲品牌，更斥資新台幣3000多萬， どん亭Don tei台灣一號店將正式登台灣為愛吃鍋物的台灣消費者服務。  どん亭Don tei以一期一會的服務，讓台灣消費者完美體驗日本飲食款待文化，多汁豪氣的精選高級牛肉，簡單原味呈現”純和風” 上極火鍋、壽喜燒，更以「禪」之空無﹅侘寂精神為軸心，提供最簡單但最美好的上極心意。       どん亭Don tei台灣一號店位於台北中山商圈，鄰近捷運中山站二號出口，主打上級鍋物與壽喜燒食べ放題，嚴選四款高級肉-澳洲黑毛和牛、美國prime等級牛肩肉、油花分布均勻的雪花牛以及台灣飼養之肉質鮮美的乾淨豚，並且有四種原味高湯可供選擇。一級棒的どん亭Don tei主要特別針對愛吃火鍋的台灣人堅持一級棒的食材品質，讓消費者吃得安心吃得滿意! 今年冬天鍋物不能錯過的最佳選擇 : どん亭Don tei台灣一號店! 10/23~12/6 開幕慶活動:♦單筆消費滿兩千元，贈送精美來店禮乙份，數量有限送完為止。 (市價約五百元整)♦10/23~12/6止，來店消費享有  •六人同行一人免費  •四人同行一人半價  •三人同行一人七折どん亭Don tei台灣一號店預約專線: 0909-555-877地址: 台北市中山區中山北路一段152號2樓",18,2015/10/23/,,http://www.appledaily.com.tw/realtimenews/article/life/20151023/717474/applesearch/【特企】冬天就是要吃鍋啊!不然要幹嘛!!極致鍋物どん亭台灣一號店新開幕,2,apl00178,【特企】冬天就是要吃鍋啊! 不然要幹嘛!! 極致鍋物 どん亭台灣一號店新開幕
178,中山區,,19,2015/10/23/,,http://www.appledaily.com.tw/appledaily/article/property/20151023/36856679/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,2,apl00179,代銷跨行建築又一案  創意家好地段蓋好房子
179,中山區,,20,2015/10/23/,,http://www.appledaily.com.tw/appledaily/article/headline/20151023/36853482/applesearch/代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品,2,apl00180,代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品
180,中山區,台北市長柯文哲今早參觀萬華區雙園社區公共保母中心，社會局表示，目前北市有三種托育型態，包括公辦民營托嬰中心、私立托嬰中心、居家保母，現在北市再增加社區公共保母的型態，今年將試辦5處社區公共保母，其中萬華區雙園國中的社區公共保母今上路，明起至28日受理報名，社區保母主要採取3名保母照顧10名2個月到2歲幼兒，每名兒童每月收費1萬4500元，扣除育兒津貼和就業者托育費用補助等，家長僅需付9000元。今年共將試辦5處社區保母，除了雙園國中外，其他4處為南港區舊庄國小、文山區興華國中、中山區「梵蒂岡社區」2個據點。若試辦成效佳，將擴大辦理。另外，以雙園社區公共保母為例，收托10名設籍台北市、滿2月至未滿2足歲的嬰幼兒。收托時間為週一至週五上午7時30分至下午5時30分，得視需要提供延托至晚間7時或臨時托育服務。（張博亭／台北報導）,21,2015/10/22/,,http://www.appledaily.com.tw/realtimenews/article/life/20151022/716800/applesearch/柯P兌現政見　北市試辦5處社區公共保母,3,apl00181,柯P兌現政見　北市試辦5處社區公共保母
181,中山區,,22,2015/10/22/,,http://www.appledaily.com.tw/appledaily/article/property/20151022/36853053/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,3,apl00182,代銷跨行建築又一案  創意家好地段蓋好房子
182,中山區,,23,2015/10/22/,,http://www.appledaily.com.tw/appledaily/article/entertainment/20151022/36853471/applesearch/代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品,3,apl00183,代官山微醺時尚！　日系男裝選貨店TENDER.S進駐信義誠品
183,中山區,,24,2015/10/22/,,http://www.appledaily.com.tw/appledaily/article/finance/20151022/36854553/applesearch/北市房價蛋黃區破了,3,apl00184,北市房價 蛋黃區破了
184,中山區,買房壓力愈來愈大！據金融聯合徵信中心統計，雙北今年上半年平均貸款成數皆縮水6%，台北市、新北市分別降至61%、64%。最新第2季全台鄉鎮市區購屋平均核貸成數最低行政區中，由高雄市彌陀區、苗栗公館鄉、新北市瑞芳區以貸款成數54%，包辦前3名。成數最低的前10名，雙北行政區就佔6名，包含新北市瑞芳區、八里區、台北市中山區、大安區、士林區及南港區，這幾區的核貸成數約5.4成~6成。 全國不動產企研室主任張瀞勻指出，銀行判斷核貸高低有3大項目，第一為物件區位，銀行內部將物件分為A、B及C區，依照生活機能、交通建設及脫手難易度而定，其次則是物件周邊環境和屋況，第三則是銀行對後市看法及貸款人信用條件。 張瀞勻指出，核貸最低的前3名皆因地段較偏遠，加上缺少重大建設題材，被銀行視為難脫手之物件。至於新北八里區為央行選擇性信用管制區，投資買盤多，北市中山區則小坪數套房交易多，平均核貸成數僅58%，列入前5名。不同於以上各區，北市大安、士林及南港區，多高總價交易及置產族購屋，置產族因有一定資金才出手，貸款保守僅5成。 核貸成數最高之區域前10名則有3行政區在花蓮縣，包含花蓮市、吉安鄉及壽豐鄉，平均核貸成數約7.6~7.9成，總價1000萬元的住宅，雙北自備款得準備400~420萬元，花蓮縣3區自備款僅需約一半，約210~240萬元。 全國不動產花蓮金仲加盟店總經理鄭皓文分析，花蓮市和吉安鄉機能、交通佳，且近期農地農舍交易較冷清，投資客退場，目前多為換屋及首購族購買成屋，貸款成數可達7成以上。（于靜芳／台北報導）「蘋果掀房事」每周三中午12點半，午餐加好料～ 更多房市快訊請看蘋果地產王粉絲團,25,2015/10/21/,,http://www.appledaily.com.tw/realtimenews/article/property/20151021/715858/applesearch/雙北買房壓力大　貸款成數最低僅5成,3,apl00185,雙北買房壓力大　貸款成數最低僅5成
185,中山區,,26,2015/10/21/,,http://www.appledaily.com.tw/appledaily/article/property/20151021/36852021/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,3,apl00186,代銷跨行建築又一案  創意家好地段蓋好房子
186,中山區,,27,2015/10/20/,,http://www.appledaily.com.tw/appledaily/article/property/20151020/36849579/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,3,apl00187,代銷跨行建築又一案  創意家好地段蓋好房子
187,中山區,基隆市26歲陳姓男子，昨天先是在中山區里民會堂內，持滅火器亂噴一通，隨後又騎機車撞傷路人，陳男沿路逃跑，見路旁1名男國中生竟搶走其單車逃竄，派出所警員獲報到場，躲在路旁大蓄水池內的陳男突然從水中探出頭來哀哀叫，警方找來消防隊員協助將男子脫困。陳男大喊「幫我滅火，我全身都是電磁波，快爆炸了！」，警消輪番勸哄後，男子才從鐵梯爬了上來，全身濕淋淋，男子答非所問，語焉不詳，意識不清楚，疑似精神狀況不穩，警方先行戒護就醫。警方今日上午訊問後，依搶奪罪嫌送辦。（突發中心蔡進男／基隆報導）,28,2015/10/19/,,http://www.appledaily.com.tw/realtimenews/article/local/20151019/714392/applesearch/男亂噴一通沿路逃　跳水塘躲警追捕,3,apl00188,男亂噴一通沿路逃　跳水塘躲警追捕
188,中山區,,29,2015/10/19/,,http://www.appledaily.com.tw/appledaily/article/property/20151019/36847876/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,3,apl00189,代銷跨行建築又一案  創意家好地段蓋好房子
189,中山區,,30,2015/10/18/,,http://www.appledaily.com.tw/appledaily/article/property/20151018/36846254/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,3,apl00190,代銷跨行建築又一案  創意家好地段蓋好房子
190,中山區,台北市中山區中山北路與民族西路口，今天晚間6時許發生工安意外，一名年約40歲的蔡姓工人，進行下水道工程時不慎發生意外，警消獲報將他從2公尺深的下水道救出時，已經失去生命跡象，趕緊送醫搶救，詳細意外發生原因交由警方調查中。（突發中心／台北報導）,31,2015/10/17/,,http://www.appledaily.com.tw/realtimenews/article/local/20151017/713575/applesearch/工人地下道施工　疑吸入沼氣昏迷命危,4,apl00191,工人地下道施工　疑吸入沼氣昏迷命危
191,中山區,,32,2015/10/17/,,http://www.appledaily.com.tw/appledaily/article/property/20151017/36844530/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,4,apl00192,代銷跨行建築又一案  創意家好地段蓋好房子
192,中山區,,33,2015/10/16/,,http://www.appledaily.com.tw/appledaily/article/property/20151016/36840778/applesearch/代銷跨行建築又一案創意家好地段蓋好房子,4,apl00193,代銷跨行建築又一案  創意家好地段蓋好房子
193,中山區,台北市長柯文哲前天推出「市民安心地圖」政策，公布竊案地點等資訊，發現北市住宅竊案數最高的是中山區，希望提醒民眾自身財物安全。但「安心地圖」也惹出爭議，居民就怕影響房價。但網友一片讚聲，大推柯P「另類打房」政策！ 該政策在PTT版上也引起大家討論，多數網友大表支持，認為資訊就該公開透明。居民擔心「安心地圖」會造成房價下跌，網友酸回房價簡直是玻璃心，容易碎滿地！網友brighton16諷說「房價已經凌駕人身安全？」網友arcc則說「房價高於一切，這三小邏輯！」網友saint01戲謔表示，既得利益者跳腳囉！ 也有人認為，「安心地圖」若能讓房價貶是最好的，難道柯P另類打房錯了嗎？網友eeveelugia2就說「房價不用擔心啦~帝寶犯罪率堪稱全國第一，還是貴森森~」而網友linfon00則分析，犯罪指數同時也是房價指數，誰要去搶窮鬼！全國不動產企研室主任張瀞勻指出，台北市政府推出「安心地圖」讓區域資訊更透明，但這些區域既有的聲色場所原本就相對多，民眾購屋時已經多半知悉，因此對於房價並不會有太大影響，目前並未接獲買方解約案例。（地產中心／綜合報導） 「建案搶先看」每周五中午12點半，360環景直擊～ 更多房市快訊請看蘋果地產王粉絲團,34,2015/10/15/,,http://www.appledaily.com.tw/realtimenews/article/property/20151015/712132/applesearch/「安心地圖」傷房價？　酸民嗆爆居民,4,apl00194,「安心地圖」傷房價？　酸民嗆爆居民
194,中山區,本內容由沃草提供沃草／何宇軒（特約記者）【立委候選人系列人物誌】李晏榕｜台北市中山、松山區立委擬參選人穿著桃紅競選背心、穿梭在人聲鼎沸的廟會間，身材嬌小的李晏榕，與來往的「大哥、阿姨」們，一一握手拜票，誰說第三勢力的參選人，只會漫步在雲端？換了一個場景，在紙風車劇團的舞台上，她畫著大濃妝，又演又跳，連創辦人李永豐都誇她動作靈活；在選舉百忙中還來演戲，這可是沒有參選人嘗試過的「另類宣傳」。剛參選的時候她曾說，「我覺得最困難的是，民眾都不太認識我。」或許，很多人即使原本知道她，也只知道她是高科技界大老李焜耀的女兒，但她要用自己的方式讓大家知道，她，就是社民黨的李晏榕。 【請簡單介紹自己】「我是李晏榕，民國69年次，大學讀的是法律和社工，大直人，大學畢業後考上社工師，在晚晴協會做了一年多社工，工作內容是協助律師做法案的倡議，像是家暴法的修正，還有家事事件法的規畫。」「當了一年多社工後，我去考律師，在王如玄律師事務所實習與工作。之所以主要做婚姻家庭的案子，是因為在晚晴協會服務時，一直對人和婚姻制度感興趣。」【社民黨范雲老師是怎麼說服你參選的？】「她說我很適合從政，台灣的政治需要改變，而且我有法律背景，她覺得台灣需要有這樣的人進去國會。我們都是婦運出身，她跟我講了一些性別平等的價值，當時剛好遇到同性婚案子一直被擋，參加公聽會覺得很不舒服；雖然公聽會可以聽到不同的想法是很好，但是，歸結到後來就是立法委員的GUTS，立委夠不夠有膽識、有進步的價值跟理念？」 【家人對你參選的看法⋯？】「我直接跟他們說我要參加選舉（笑），然後他們就很生氣。」/ Q：所以一開始家人是反對的？/「當然啊，因為台灣的選舉文化，我爸畢竟是知名人物（李晏榕父親是友達光電前董事長李焜耀），怕因為選舉所以家庭背景被挖、影響到家人。」「不過說真的，我當初也不太清楚選舉是甚麼樣子，畢竟老人家知道選舉很累，我這輩子第一次覺得『不聽老人言，吃虧在眼前』（笑）。」「後來他們看我很認真在選，就知道我是真的想改變一些事情，所以雖然沒有到支持的程度，但仍給我祝福與鼓勵。」「他們可能也被我感動了吧，我從小有甚麼目標就會努力去完成，我覺得爸媽給我最重要的禮物不是財富，而是意志力跟毅力、不會中途就放棄，這點我跟我老爸還蠻像的——我自己這樣覺得啦。」【你曾在文宣提到自己是「人生勝利組」，怎麼看這件事？】「我沒有特別察覺這件事，一直都知道自己很幸運，可能是因為從事社工、律師，或是接法扶的案子，常有機會接觸弱勢的民眾；當自己去跑選舉後，更是接觸到很多基層的民眾。」「有一次去掃街的時候，遇到一戶做資源回收的人家，家裡很凌亂，在一個小小的空間裡，主人有點弱智，他的孩子大約三、四歲，是很弱勢的民眾，一家四口住在那樣的環境，那時就覺得我們可以做更多事，讓社會福利的資源能送到真正有需要的人手上。」【認為你的選區最重要的議題是⋯？】「中山、北松山是兩個不一樣的區塊，中山是比較老舊的社區，北松山是社經背景比較高的地方，兩邊的取向完全不一樣。像中山區老年人口比較多，牽涉到長照的問題，整個社區的環境規劃就必須符合長輩的需求；還有像老舊社區有一些停車的問題。」【對同選區其他參選人有什麼看法？】「蔣萬安是美國律師，我的疑問是他懂台灣的法律嗎？我們今天是要選台灣的國會議員，不是選美國的眾議員。他確實在矽谷協助了很多台灣的新創產業募資，我會覺得，他應該留在美國，協助台灣的產業走出去，才是他最適合的地方。」「至於潘建志，他一直強調自己是柯辦發言人，他是用另外一個人去定義自己的位子，如果抽掉柯辦發言人的身分，他自己的位子在哪裡？投柯P的人不見得因為他是發言人就投他，所以他的形象在哪裡？」<【談一下你欣賞的政治人物】「尤美女，我覺得她真的是很認真的立委。我們算熟，因為尤律師是婦運的前輩。在這次的立委任期裡，新知主推的法案都是請她幫忙。」「她問政很認真，在司法法制委員會裡面就她最認真，只要是重要的議題，就算再冷門，從司法改革到婦運、移工，她的團隊都有人在負責，她是我心目中立法委員的楷模。」【從事社工、婦運的過程中，有讓你印象深刻的故事嗎？】「像晚晴有一些姐姐（指案主），她們離婚之後帶著小孩，又交了新的男朋友，男方可能也離過婚、也有自己的小孩。她們也考慮跟新男友再婚，但是會遇到兩難的情況：如果選擇跟男友再婚，就會影響自己孩子的繼承權，舉例來說，如果她有兩個孩子，原本自己過世時，每個孩子可以各拿她二分之一遺產，但若她再婚，就變成多一個人（新丈夫）去分她的遺產，所以孩子一人只能拿到三分之一。」「但如果沒有跟新男友結婚，哪天她生病，也沒辦法要求對方來撫養、照顧。因為台灣的結婚制度是『全有全無』，結婚的雙方有繼承權、撫養請求權，沒結婚就甚麼都沒有；婚姻是個很大的package（包裹），甚麼都全包。」「這時候，他們需要『伴侶制』，它把兩人『沒像傳統婚姻那麼緊』地綁在一起，讓兩個人可以保有部分法律的保障。如果有A餐、B餐（傳統婚姻、伴侶制）就可以給民眾多一點選擇，因為不是每個人都適合結婚。」「以我自己來說，我對婚姻也沒有甚麼太大的興趣，因為我在律師事務所看了這麼多案子，發現很多人沒想過為什麼要結婚，只想說年紀到了就該結婚，但是婚後的狀況，都沒想清楚。很多像我這年紀30-40歲的女性，理論上對婚姻的觀念應該會比較開放，但其實不是；她們對婚姻的想像、對配偶的要求，其實跟老一輩沒有差太多；男性也是，很多人對他們老婆的要求，還是跟他們的爸爸一樣。」<「法律雖然沒辦法直接改變這種文化，但可以去帶動我們的價值觀，例如家庭暴力防治法通過以前，大家會覺得家暴很羞恥，但現在已經深入一般民眾的觀念，知道要勇敢站出來。」<【未來進立院的話，想推的主要法案有哪些？】「很難選，太多了，但我想優先推的都跟女性有關，像是托育、育嬰假以及托育公共化。」透過托育公共化，提高女性勞參率 「一般民眾很難負擔私立幼兒園的價錢，優先推動托育公共化，讓女性從照顧責任中鬆綁，才有可能增加女性勞動參與率。」「其中，在0到2歲的階段，推動『保母定價』，因為家長會擔心保母的品質，但資訊不公開，讓家長不知道如何選擇好的保母，所以要把保母納入管理的平台，讓政府補助保母的費用，但保母要接受這個定價機制，才能領到補助。」「在3到6歲的階段，想推公私協力的幼兒園，把NGO的力量帶進來。國家現在花很多錢在發津貼，但我認為應該要補助非營利的幼兒園，讓政府預算能提供真正好的服務，而不是直接發現金。」同婚合法化，完成修法有信心「第二個想推的法案是同志婚姻，我個人對同志婚姻合法化滿樂觀的，因為像上次美國最高法院判決出來，連國民黨人士都把他們粉專頭像換成七彩的旗子。」/ Ｑ：你前面提到伴侶制，現在又提到同性婚；有倡議團體把兩種制度放在一起來推動，而一般民眾也常誤以為伴侶制是給同志的制度，你怎麼看這兩個議題？ /「同性婚是讓原本不能結婚的人能夠結婚，但是伴侶制度是從頭到尾新生一套制度，兩者的論述與適用對象是不一樣的。」「從前面晚晴姐姐們的例子可以看到，異性戀其實也需要比婚姻關係寬鬆的伴侶制，因為不是所有人都適合婚姻；我認為運動的策略應該要訴求大多數人的認同；如果把伴侶制跟同性婚一起提的話，佔社會多數的異性戀就會以為這跟自己無關，這有點可惜。伴侶制其實跟所有人都有關，應該跟同性婚分開來推動。」（編按：目前倡議團體是把同性婚、伴侶制、多人家屬三種制度，合併為「多元成家法案」來推動。）通姦除罪化，要通過比廢死難「我想推的第三個優先法案，就是通姦除罪化，兩人的感情，國家憑甚麼用刑罰來處罰？為什麼結婚，就要讓渡身體自主權給另外一個人？」「如果通姦需要負一些責任，讓它保留在民事責任就OK了，不需要用刑事處罰。但我覺得，在台灣很難推動通姦除罪化，我跟朋友打賭說，廢除死刑搞不好還會比通姦除罪化先通過耶（笑）。」「在台灣，通姦除罪化跟廢死都超級難，因為它們會引起非常多的情緒。台灣的社會，公共討論的深度都還不夠，情緒被撩起之後，很難再去理性地討論問題。我之前聽過有人說，因為我們大部分的人都會結婚，所以通姦除罪化比較有機會跟民眾產生連結。」【你邊打選戰，還持續參與演出紙風車劇團，為什麼呢？】「大家覺得很妙，因為選舉緊鑼密鼓，怎麼還會有人去演戲？但是我覺得蠻好玩的，我們新人出來參選，是因為看到傳統政治人物的不足，我要強調與傳統政治人物的不同，所以演出確實也是一個策略、增加曝光度。」「但更重要的是，我身體力行演戲給觀眾看，像有的是包場請弱勢的小朋友來，讓我可以貢獻一點心力，去做跟傳統政治人物不一樣的事情，不是只有傳統那一套服務選民，所以這次演出是不錯的經驗。」【參與選戰到現在，最大的感觸是⋯】「現在出去跑行程，很多人還是說我好年輕喔，可是我覺得我35歲很老（笑）！因為現在立法委員的平均年齡是52歲，有可能我們習慣老的政治人物，所以有人會質疑我這麼年輕可以嗎？我行嗎？」「年輕不年輕，我覺得不是重點，就算年紀大也不能取代一個人的專業性；雖然年紀大的人有一些經驗沒錯，但那些經驗是怎樣的經驗？也是需要去檢證的。經過去年1129地方大選之後，民眾對年輕人投身政治的接受度逐漸在提高，但不只是年輕，我們也希望可以讓選民看到我們有成為國會議員的專業。」 》點我看更多李晏榕參選故事《 --沃草（Watchout）希望做一個農夫，提供公民更好的參與時政的平台和工具，在這公民社會的土壤施肥灌溉，讓這個理想的種子在每個人心中萌芽滋長，建立真正的公民社會。沃草粉絲頁：http://fb.com/WatchOutTW | 國會無雙：http://musou.tw/,35,2015/10/15/,,http://www.appledaily.com.tw/realtimenews/article/politics/20151015/711931/applesearch/【沃草人物誌】李晏榕：立委就是要有GUTS！遺傳老爸全力以赴,4,apl00195,【沃草人物誌】李晏榕：立委就是要有GUTS！遺傳老爸全力以赴
195,中山區,雙北市住的需求有多少？市調單位調查，新北市有3區、台北市有7區，人口呈現正成長，而新建房屋數卻趕不及人口成長的速度；其中，前6名人口紅利區住宅缺口均逾千戶以上，第1名的內湖區，更高達2690戶。 據《住展》雜誌統計，自2011年至今年9月，大台北各行政區新建房屋與人口變化，並以2.78人（全國平均家戶人口數）需要1戶住家，來計算住宅缺口，發現在住宅缺貨最嚴重的前10名，依序是台北市內湖區、台北市南港區、台北市大同區、新北市樹林區、台北市文山區、台北市中山區、台北市士林區、新北市三峽區、台北市信義區及新北市八里區。 其中，內湖區是台北市推案規模最龐大的行政區之一，近4年多共新增3000多戶房子，但蓋房子的速度，還跟不上人口成長速度。同期間，內湖人口暴增約1.6萬人，住宅還短缺2000多戶，成為大台北最缺房子的地區。 《住展》雜誌企研室經理何世昌認為，即使少子化情況嚴竣，但台灣人口往都會區集中的趨勢更明顯，主要都會區人口與購屋需求仍然居高不下；尤其是大台北，人口數佔逾全國總人口數逾4分之1，有不少區域新建房屋數量還趕不上人口成長，「建議購屋選點有疑慮者，不妨可改到人口紅利區買房，比較不用擔心未來轉手問題。」（詹宜軒／台北報導） 「建案搶先看」每周五中午12點半，360環景直擊～更多房地產新聞，請參考蘋果地產王粉絲團,36,2015/10/15/,,http://www.appledaily.com.tw/realtimenews/article/property/20151015/711787/applesearch/雙北10大人口紅利區　內湖奪冠,4,apl00196,雙北10大人口紅利區　內湖奪冠
