id,area,content,count,date,link,page,time,title
208,大同區,全國戶役政資料於民國86年導入電子化，但台北市民政局仍保存數千份逾百年歷史日治時期戶口調查簿，因時代背景不同，其內容欄位除基本資料外，還註記是否吸食鴉片和纏足。民政局戶籍行政科長洪進達今天受訪表示，這些日治時期戶口調查簿中，年代最久遠者可追朔自日治時期明治39年（民國前6年），距今已有上百年歷史的史實資料，同時北市也是全台各縣市目前現存數量最多者。戶籍行政科辦事員莊麗花堪稱是日治時期戶口調查簿達人，處理相關事務長達10年之久。她指出，目前北市日治時期戶口調查簿共計5808冊，包括51萬5600戶，分別保存於局內和各區公所內。其中，又以大同區最多、萬華區居次、中正區為第三多。翻開這些日治時期戶口調查簿，全部都是人工毛筆字謄寫紀錄，看得出其歲月痕跡，基本欄位包括人口和出生年月日等資料和現今戶口名簿大同小異，不過有些欄位資料卻是因應時代背景而註記。莊麗花指出，像是「族稱」欄，即是代表日本皇族、士族或平民之別；「種族」欄記載的是本島人族別為閩南系、客家系及原住民等；「阿片吸食」欄則記載是否吸食鴉片；「纏足」欄包括是否纏足及是否已「解」；以及是否種過牛痘或天花等。她笑說，除了這些特殊欄位外，其實當時許多取名也都相當有趣，例如「查某」、「罔市」都很熱門，另外還有「乞丐」、「石頭」、「憨」及「闊嘴」等，相當生活化，但也看得出當時民眾教育水準不普及。莊麗花提到，現在會使用到日治時期戶口調查簿的原因，多為後代需要繼承關係證明或是跨洋尋親等為主。不過，若除戶資料不連貫就難以找尋，她印象中有個名叫「龍眼」女性因結過多次婚，戶籍資料中斷難尋，整整花費一週時間才翻到原戶籍資料提供，令她印象深刻。,59,2015-09-02,http://udn.com/news/story/3/1162296,4,18:16:55,北市百年日治戶口簿 註記吸鴉片和纏足
209,大同區,六都房市8月交易量全數公布，合計約1.5萬戶，月減16.8%，年減18.3%；房仲發現，台北市移轉量1945戶，創16年以來同期新低量，新北市3748戶也創3年7個月以來新低。永慶房產集團研究發展中心經理黃舒衛分析，台北市交易量月減11.9%，年減15.7%，交易量跌破2000戶，僅1945戶，為官方統計資料公布16年以來同期最低紀錄。北市內湖區、文山區與中山區分居最高前三名，各有353戶、238戶、212戶，屬相對低量；大同區及南港區交易量甚至跌破100戶的窒息量。8月新北市建物買賣移轉棟數3748戶，月減15.4%，年減24.1%，排除春節2月季節性月份，為101年1月(3385戶)以來的新低。交易量排名最高的前三名分別為汐止區、新莊區以及淡水區，各約400戶。黃舒衛分析，8月新北市交易量未達4000戶，僅3748戶；各行政區中，汐止區、林口區與蘆洲區三區應有新屋交屋，呈現逆勢增長。傳統交易熱區的板橋、中和與新店等區，也不敵買氣冷清的影響，交易量未達350戶。顯示買方市場認為房價若無有感修正，恐怕也不輕易出價買房，因此，交易量持續低檔盤整。黃舒衛表示，目前市場房價雖已鬆動，但受到當前經濟成長拖累與股市震盪襲擊，市場消費信心下挫，未來房市銷售壓力將大增，建議有屋待售的屋主謹慎因應未來房價加速修正的風險。,60,2015-09-02,http://udn.com/news/story/6/1161046,4,07:59:54,北市8月房屋移轉 創16年同期新低
210,大同區,台北市長柯文哲上任前喊出4年2萬戶公共住宅的政策，為此北市府今年度編列143億元預算，預計9月、10月將先推動全市8處公宅（PCM）採購招標，統包工程採購金額合計157.25億元，預計可提供4052戶公共住宅。北市副市長林欽榮今天下午與都發局長林洲民、北市聯合採購發包中心主任黃錫薰共同主持「台北市公共住宅基地新建工程委託專案管理（含監造）技術服務 (PCM) 採購說明會」，與工程顧問公司、建築師事務所等28家業者，商討公共住宅所採取的招標形式。林欽榮表示，新版PCM採購招標將有別於過去的形式，採取公私協力、公開透明的方式進行，都發局將先行公布都市設計準則，包含綠美化、基地退縮與建築材料基準等規範，讓各廠商依據準則進行專案設計與規劃。南港東明公共住宅統包工程招標辦法明天將公開閱覽，林欽榮說，後續幾案的招標方式都可以「東明」一案做為參考。而市府將派出中高階幹部作為與廠商對應的窗口，確保雙方合作無礙。除南港東明外，其餘還有4處為示範性智慧社區，分別為信義區六張犁營區A、B街廓、大同區明倫國小基地、萬華區青年營區基地、內湖區瑞光市場基地；另外4案公宅基地則為文山區華興段基地、景美女中調車場基地、南港區南港小灣基地、北投區奇岩新社區土地。都發局表示，大龍社區與市場重建工程已上網招標，10月5日截標；此外南港東明公宅統包工程明天上網公開閱覽，而總營造工程費用達194億元的廣慈博愛園區智慧社區計畫也將陸續上網。,61,2015-08-31,http://udn.com/news/story/3/1157762,5,21:25:03,北市公宅預算157億元 供4052戶
211,大同區,即使央行13日宣布鬆綁限貸管制和區域，永慶房仲網統計8月網路住宅委售物件發現，全台21%的網路住宅物件開價下修，雙北更高達3成以上，買方不妨搜尋物件再配合實價登錄評估。從永慶房仲網價格下修的物件佔比來看，雙北市降價物件比率最高，台北市高達36%，較上月大增5個百分點；新北市也破3成大關，較7月增加 2個百分點，排名第二，顯示在一連串的房市政策後，雙北屋主承受降價賣屋壓力最廣泛。即使央行於 8月13日初步鬆綁限貸管制內容，也無法阻擋降價趨勢，桃園降價屋比率19%持續比7月增加1個百分點。甚至價格基期最低的台南、高雄市繼續擴大降價規模，各比7月增加1個百分點。永慶房產集團研究發展中心經理黃舒衛表示，量縮帶動賣壓加劇，進一步刺激屋主願意降價獲利了結，且全球金融局勢動盪，買方心態越趨保守，多重壓力之下，預估屋主價格鬆動現象會更普遍。永慶房仲網統計，台北市8月的網路物件降價屋佔比為36%，為六都最高，台北市各行政區降價屋佔比排名來看，大同區41%降價物件佔比最高，中山區39%，大安區38%，分居2、3名，顯見蛋黃或蛋白區的降價壓力一樣大。新北市8月的降價屋佔比30%，也高於全台平均的21%，其中土城區降價物件佔比52%，居全台之冠，意即全土城區逾半的待售屋開價都下修。黃舒衛表示，土城指標大型預售案「大同莊園」，每坪開價5字頭，成交價已降至4字頭，逼近目前實價登錄中古住宅的每坪33萬元，衝擊當地市場行情。黃舒衛指出，政府一連串房市管制措施及未來股、房市不穩定的因素，即使屋主實力最強的雙北市也不得不領跌求售；值得注意的是，銀行看空房市，估價、放貸更保守，就算買方有意買房，但自備款籌更多，門檻更高，成交更為困難。若屋主有意在此時售屋，開價不只要符合市場行情，更要貼近買方期待、銀行認同，才有機會獲得更多的關注，加速成交，避免進一步獲利減損，甚至虧損擴大。,62,2015-08-31,http://udn.com/news/story/6/1156234,5,07:42:06,降價屋增加 雙北感受最深
212,大同區,謝姓傳播妹工作時被客人打槍後，她駕車散心違停在路邊，引來警方關注盤查，警方發現她是毒品通緝犯，將她逮回警局偵辦，謝女不禁大呼倒楣。台北市刑大特勤中隊指出，日前警方執行巡守勤務時，經過大同區民生西路，見一輛黑色自小客車違停路旁，當時已是凌晨近兩點，警方擔心駕駛違停將危害其他用路人安全，上前規勸駕駛離開。駕駛自小客車的謝姓傳播妹（廿九歲，毒品前科），隨即要開車離開，警方要她先出示證件以供記錄查證，謝女卻一臉為難表示忘記帶證件，搪塞幾句話後就想離去，警方說明若不肯提出資料，將依警職法帶回查證。謝女無奈只好報出身分年籍，警方一查發現她是毒品通緝犯，立即將她逮回訊問。謝女說，因工作需要接觸吸食毒品，雖遭警方多次查緝移辦，也接受觀察勒戒，卻仍舊無法擺脫毒品糾纏。她犯下的毒品案件多到自已也搞不清楚，還以為都已結案。謝女目前居無定所，遭地檢署多次傳喚不到，一直到警方提示才知有前案未清遭通緝。謝女大呼倒楣，表示出來工作卻遭客人「打槍」，心情不爽才會停車在路邊休息，不料卻遇警察盤檢，如今通緝身分曝光將再次入監。,63,2015-08-31,http://udn.com/news/story/7315/1156148,5,02:44:26,鬱卒妹散心去 違停被逮又爆毒
213,大同區,台北市長柯文哲曾拍板要合併市警局文山第一、二分局，遭里長和議員連署反對。市府表面暫緩此案，但上個月由民政局長藍世聰邀文山區里長餐敘「私下溝通」，盼明年一月合併時程不變，警局則保證「派出所不裁」。不過，柯日前卻喊出所有派出所都廢掉，改成「行動派出所」，形同「打臉」市警局，讓里長和警方都傻眼。藍世聰上月和文山區長蔡培林，與文山區43位里長餐敘，會中傳達柯想與他們溝通，並聆聽里長反對意見，會中有里長提出治安、警察人力和監視器不足，2分局轄區距離太遠等問題。藍世聰受訪時說，「大方向仍不變」，只是變動都會有不同意見，仍會盡力和里長溝通。餐敘中有部分里長認為，只接受「有條件合併」，條件一是派出所不裁撤；二是省下的預算須用於文山區治安；三則是補足派出所人力。另有部分里長堅決反對、少數無意見。曾發起「反對合併」連署的忠順里長曾寧旖說，市府僅承諾不會裁派出所，也未告知如何規畫節省的預算、會不會影響治安，不是所有事都用省錢來做標準。大同區的大橋和雙連派出所7月才裁併，全市試辦「行動派出所」，預計半年後再評估成效。曾寧旖說，試辦不到2個月，柯文哲就說將來要裁撤派出所，改設「行動派出所」，「看來合併分局只是第一步」，派出所不裁是許多里長的「底線」，希望市長和里長親自面對面溝通。今年5月，文山區42名里長連署反對分局合併，惟萬有里長陳高美美未連署。她說，合併能增加行政效率「很好啊！」民眾有事要請警察幫忙，也幾乎都是去派出所，只要派出所不裁撤，她不會反對文山一、二分局合併。北市警局人事室主任李國禎說，里長提出的補足人力、預算運用等，會朝這方向去做，轄下8個派出所也不會合併。市警局評估，文山第一、二分局合併後，外勤可增加41人，警力更集中，例如有突發重大事件會出動「快打部隊」，分局合併，可調度更多警力。預估一年會節省500萬元廳舍維護費、人事費等。一分局原址也將作為交通分隊、警備隊。,64,2015-08-31,http://udn.com/news/story/7323/1155984,5,06:52:40,北市文山一、二分局 擬明年初合併
214,大同區,大同區朝陽商圈昨舉辦「2015朝陽商圈創新設計總決賽」，會中集結素人設計師，結合縫製鈕扣、緞帶或珠子亮片等服飾材料，大玩創意T恤，揮灑台北意象。朝陽服飾材料街區發展協會理事長呂國維說，未來希望透過開發創新商品、舉辦活動活絡街區，吸引更多不同族群重新認識朝陽商圈。朝陽服飾材料商圈昨舉辦「藝起來同樂會」，邀請素人設計師，結合商圈成衣素材，為T恤縫製各式配件，呈現個人獨有的「台北意象」，共計300件作品報名，29件入圍參加決賽，並邀請育達高職時尚模特兒科學生展示作品。會中由現職成衣製造的陳香君的「大稻埕煙火．情人自行車之遊」奪冠，她說，希望結合朝陽商圈的各式素材配件，呈現情人悠遊大稻埕河畔、欣賞煙花的情景，勾勒出大台北地區情人旅遊地圖。本次入圍作品中，另有一名76歲阿嬤李阿嬌，巧妙運用緞帶、彩珠等呈現大直橋下美景。為能完美呈現作品，李阿嬌透露，曾有幾次晚上睡不著，半夜還爬起來縫製設計。北市商業處主任秘書陳秀華說，朝陽商圈力求創新與轉型，邁向生活風格的手作DIY，就算緞帶、蕾絲等服飾配件是小配角，但透過巧妙搭配與結合，也能成為亮眼的主角。朝陽服飾材料商圈主要供應鈕扣、緞帶、珠子亮片等服飾材料，又名「鈕扣街」或「材料街」。談到商圈目標與規畫，呂國維表示，將著重開發新商品，如DIY吊飾、創意名片盒等，或舉辦活動，像萬聖節面具裝飾、街區嘉年華等活絡街區，吸引、開發更多年輕族群。,65,2015-08-31,http://udn.com/news/story/7270/1155895,5,02:36:41,用鈕扣設計T恤 素人玩創意
215,大同區,為了讓背包客有機會住到平價、又不錯的旅館，北市觀傳局明年計畫編列336萬元預算，針對房價1500元以下的平價旅館進行輔導，除了會協助行銷外，也將提供改裝、整修等協助，希望讓台北市的老舊平價旅館有機會「回春」。根據北市府觀傳局統計，北市大、小旅館總計480間左右，其中有92間為房價1500元以下的平價旅館。若再細分平價旅館類型，大致又分為老舊旅館、青年旅館等兩大類，其中老舊旅館又以大同區、萬華區居多。觀傳局觀光產業科長張坤海表示，北市各種類型的旅館全都有，但隨著背包客人數不斷增加，再加上希望輔導老舊旅館轉型，因此有了平價旅館輔導計畫。張坤海表示，北市其實有很多不錯的老舊旅館，儘管裝潢老舊，但也充滿了歷史味，深受外國背包客喜愛，不過有很多經營者因年紀漸長，熄燈號頻傳，輔導計畫的用意，就是希望可以讓老舊旅館找回新生命，也讓有意接手的年輕世代可以有更多機會。實際上，北市早在102年時，就曾輔導過市內老舊旅館，當時共有2家旅館接受輔導，外牆拉皮、室內改裝等，效果還不錯。張坤海表示，目前計畫除了會在台北旅遊館設置平價旅館專區，方便民眾搜尋，也增加旅館曝光率外，有意轉型的旅館也會提供輔導，像是法規諮詢、整修工程實務分享、經營轉讓輔導等，詳細計畫明年第一季前定案。,66,2015-08-30,http://udn.com/news/story/7323/1154293,5,08:04:58,觀傳局幫老旅館回春 遊客平價好住
216,大同區,屋主降價掀風潮，房仲業統計，北市待售物件降價占比已達36%，等於三間就有一間房子降價；新北市降價占比也上升到三成，其中土城區逾一半物件降價，全台最高。雖然政策打房趨緩，央行並於日前宣布鬆綁部分限貸管制，但永慶房仲網統計本(8)月網路住宅委售物件顯示，六都降價物件都持續增加，其中北市較7月增加5個百分點，來到36%，占比全台最高。新北市居次，8月較7月增加兩個百分點，占比也達三成，台南、高雄都達兩成，桃園、台中則逼近兩成。永慶房產集團研展中心經理黃舒衛表示，現況顯示，交易量持續萎縮下，房市賣壓加劇，愈來愈多屋主急了，願意降價求售；由於全球金融動盪，買方心態越趨保守，預估屋主價格鬆動的現象未來還會更普遍。根據永慶房仲網統計，台北市目前降價屋占比最高的行政區為大同區，達41%，二、三名分別是中山區39%，大安區38%，顯示無論是蛋黃區或蛋白區，降價的壓力都一樣大。新北市則以土城區降價物件占比最高，達52%，等於一半以上待售住宅的開價都已經下修；黃舒衛表示，土城屋主大讓步，主要是當地指標推案「大同莊園」每坪開價5字頭，成交價降至僅4字頭，逼近目前實價登錄中古住宅的每坪33萬元，衝擊當地市場行情，中古屋主也只好順應趨勢。,67,2015-08-28,http://udn.com/news/story/6/1151022,5,10:23:04,屋主急了！ 北市待售屋…三間有一間降價
217,大同區,高雄市衛生局3月受理民眾檢舉，有不肖廠商賤價收購即期進口食品竄改效期標籤再販售牟利，即報請高雄地檢署偵辦，雄檢受理後指揮警方組專案小組，並通報衛生福利部食品藥物管理署南區管理中心展開偵辦。檢警專案小組會同財政部及衛生單位100餘人，昨天一早兵分多路同步搜索台北市大同區、新北市八里區、台中市大雅區、高雄市仁武區、鹽埕區等12處，直到今天清晨結束。檢警共帶回23人訊問，包括13名10證人及10被告，，其中一名被告經查無犯罪嫌疑，已被請回。檢方指出，台北見豐公司高雄分公司黃姓經理、陳姓員工、沈姓倉管人員、徐姓貨運司機及謝姓會計，以及高雄東海食品行王瑞山、王耀榮、王建霖祖孫三代及王耀榮妻子洪金鶯明知出售或所購入均為過期品，竟以香蕉水塗抹原打印期限、割除舊標籤、換貼偽造有效日期的新標籤等方式，將過期品改裝為新品，涉嫌詐欺、偽造文書及違反「食品安全衛生管理法犯罪嫌疑重大，且有勾串共犯、證人之事實。由於王瑞山已高齡92且當場坦承犯行，經檢察官諭知新台幣20萬元交保，其餘8人均向法院聲請羈押禁見。其中，王建霖、王耀榮父子經法院裁准羈押禁見、洪金鶯於聲押庭訊時坦承犯行，經法官諭令50萬元交保。雄檢說，本件查扣帳冊逾80箱，已加派人力進行彙整，並已責成警察、衛生及國稅機關派員儘速釐清進銷商品去向，並已轉知衛生單位協調有各縣市衛生局處理本案下游的清查及過期商品下架事宜。雄檢指出，檢察官昨天搜索見豐公司高雄分公司時，當場發現貨架上有遭廠商退貨的進口「義大利麵條」包裝內有活蟲蠕動，且發現有部分商品過期標籤遭已竄改效期標籤覆蓋的明顯痕跡，準備今天出貨。雄檢說，檢察官搜索鹽埕區「東海食品行」時，一進門即赫然發現高齡92歲的王瑞山正持刀片刮除過期標籤，且欲以自行打印的偽造標籤換貼於過期食品上，一旁還擺放欲作為塗抹過期標籤的香蕉水，該食品行貨架上竟然公開擺滿各式過期食品。衛生局指出，東海食品行已將過期食品販售約30家船務公司及散客。王瑞山祖孫三人均被帶回訊問，他們坦承以原價1折購入過期品，經以刀片刮除或香蕉水塗抹舊標籤等方式，換貼自行偽造有效期限的新標籤，改以原價4折出售，獲取3倍暴利。檢察官在現場還發現，藍乾酪絲、麵粉薄餅、乾酪片、紅甜椒、沙沙醬、料理白葡萄酒、蜂蜜燕麥杏仁等品項食品，均可見已過期，或有有限日期遭塗銷或更改的明顯痕跡，貨架上擺滿各式過期食品，包括：火雞醬、孜然粉、紅甜菜、咖哩黃瓜、西班牙白豆等進口食品。,68,2015-08-26,http://udn.com/news/story/2/1147621,5,19:56:04,義大利麵條有活蟲 過期食品改標聲押8人
218,大同區,高雄地檢署偵辦見豐貿易有限公司、東海食品行等業者，涉嫌將過期進口食品竄改有效日期販售案，雄檢分6組動員檢警、行政機關百餘人，昨早9時許，同步在台北市大同區、新北市八里區、台中市大雅區、高雄市仁武區、鹽埕區等12處執行搜索，今日清晨結束，檢方聲押業者8人，3人准押。檢方目前聲押見豐公司分公司黃姓經理、陳姓員工、沈姓倉管人員、徐姓貨運司機、謝姓會計、高雄東海食品行王姓業者祖孫三代，及王家媳婦洪女等9人，其中王姓負責人因高齡92歲，檢方諭令20萬元交保，目前羈押庭仍在審理中。檢方前往東海食品行搜索時，發現高齡已92歲王姓負責人，正持刀片在刮除過期標籤，且欲以自行打印的偽造標籤換貼於過期食品上，一旁還擺放欲作為塗抹過期標籤之香蕉水。檢方指出，該食品行貨架上公開擺滿各式過期食品，檢方當場命員警蒐證，並將王姓祖孫三人均帶回訊問，3人坦承以原價一折購入過期品，經以刀片刮除或香蕉水塗抹舊標籤等方式，換貼自行偽造有效期限之新標籤後，改以原價四折出售，獲取高達三倍的暴利。檢察官稽查時發現有藍乾酪絲、麵粉薄餅、乾酪、紅甜椒、沙沙醬、料理白葡萄酒、蜂蜜燕麥杏仁等品項食品，都發現已過期，或有有限日期遭塗銷或更改之明顯痕跡，貨架上擺滿各式過期食品，包括：火雞醬、孜然粉、紅甜菜、咖哩黃瓜、西班牙白豆等進口食品。,69,2015-08-26,http://udn.com/news/story/2/1147177,5,16:34:05,進口食品業者竄改標籤 雄檢聲押8人
219,大同區,互動，是雙向的回饋與交流，不再是單方被動的授予與強輸，放諸人與電腦、人與設計、人與空間的關聯皆準，對於Daniel與Grace而言，玩味旅舍的建立正可將人、設計、空間、資訊介面整合為一，藉由真實的生活與旅行體驗，感受台灣設計質與量的精緻與多元，在令人沉澱與放鬆的灰色調前，設計的奇、空間的靜、人的感知，正被放大與連結，讓旅者好好地進行一場豐富的感官體驗之旅。台灣設計近年百花齊放，從政府單位推廣活動，到國際各大展覽舞台，一群又一群躍躍欲試的年輕設計人，期待一戰成名的機會，成為求學過程中自己所艷羨的頂尖設計師，然設計品牌何其多，缺少卻是一個可以曝光與被實用驗證的平台。在英國唸書因為共同進修「互動」領域而相識的Daniel與Grace，認為「旅舍」正是「互動」的最佳舞台，不僅有旅客與旅舍的互動、也因推薦介紹旅舍周圍地景文化與特色店家而有了互動；更讓台灣設計並非只有單項被採購置入，而從家具、裝飾、消耗備品去打造整體空間的建立，給到訪的旅人一個有趣的驚喜－MIT或Design by Taiwan原來可以支援生活的全面向。老飯店改造 隱身巷弄與綠意間於是回國開旅舍成為Daniel與Grace的目標，如此可以實踐所學的互動概念與完整展示台灣原創設計，當然固定的現金流亦是圓夢的不小助益。當初在找點時，兩人的腦中所浮現的是一張翻轉地圖，以旅舍為中心，面朝北，東邊是中山捷運站、赤峰街等新興文創區，翻過地圖另面，西邊為大稻埕與寧夏夜市等傳統工藝區，因此位於中心帶的太原路上、原40年的和泰飯店成為最後落腳處，同時能面對日新國小的綠意與台灣特有的巷弄鐵窗奇景，讓到訪的外國旅人直呼「賺到了！」，而當初翻轉地圖的點子也被他們印製為玩味旅舍導覽地圖，左翻右翻，充滿不少歡樂與趣味。百花齊放的台灣設計平台原本的老飯店被分層售出，只剩五樓經營平價旅社，坐落於此的玩味旅舍大刀闊斧地將9間房改為5間，從開闊的公用走道延伸至房間整體，皆採灰色水泥粉光為主調，低調用色是最佳背景，用以凸顯設計物件的存在與彼此連結。因為有了讓台灣設計在空間平台中發光發熱的夢想，Daniel與Grace分別依旅行生活的需求與享受去搜尋各式原創，從床舖、茶几、沙發、單椅、燈飾、壁鐘，到寫字桌上的雜誌盒、桌燈、紙鎮，角落擺設的花器、藍芽音箱，甚至小几擺放的茶具、杯墊、茶包，以及衛浴備品與毛巾浴巾，都出自台灣設計師之手，成熟品牌有之，也不乏還在募資階段、等待正式量產的品項。好奇難道整個旅舍真的可以「全台灣設計化」？Daniel笑著說「洗脫烘洗衣機大概沒辦法，行李架、衣架、大件家具選擇也不多，其實剛好可以提供設計人現在市場做缺乏的設計面向」，當所有品項被整合在一個真實的生活空間中，是展示，也是檢視，質形兼具的好物絕對會被看到，離實用與量產還差一點點的創意等待被改善；Daniel與Grace的夢很美麗也很辛苦，但所成就的絕對是台灣設計之福。客製化的互動趣味所學領域皆為「互動設計」的兩位旅舍主人，一直希望將此概念落實在設計平台更人性的呈現面貌，從人機互動到人與空間對話，乃至人在操作設計品項的感受接觸，旅舍是最佳展演舞台，甚至親切完善的軟體服務，也緊緊環扣「互動」精神，看著當天巧遇的瑞典客人，童心大起的玩著「躺著也中槍」的「Bang! 槍燈」，試試看哪個角度可以讓桌燈「中槍」後開關燈源，最後當然是開心地買下作為來台伴手禮。這些台灣好設計，因為玩味旅舍，多了從展覽走入生活的機會，透過互動而被欣賞；對於未來，Daniel與Grace預備在互動上玩出更大規模，除了可用智慧手機票選房間內最愛的台灣設計外，想不想嘗試進住客製化飯店？在訂房時，挑好中意的設計師作品、決定擺設位置、以及喜歡的衛浴備品或茶包點心，一入住，迎接而來的是專屬自己的房間；如此的驚奇趣味被期待著，等待玩味旅舍為台灣優質設計打開更廣大視野的一扇窗。Hotel Info： 玩味旅舍 Play Design Hotel  位置｜台灣 台北 地址｜台北市大同區太原路156-2號5樓 電話｜02-2555-5930 網址｜www.airbnb.com.tw/rooms/3891194【完整內容請見HOMEDESIGN設計玩家2015年7/8月號】,70,2015-08-25,http://udn.com/news/story/7917/1143193,5,12:07:50,以台灣設計為平台 打造人與空間的互動玩樂
220,大同區,台北市長柯文哲日前提出要將台北市所有派出所改為行動派出所，引發爭議，柯文哲今天受訪時說，警政署30年前試辦過失敗，但時空背景已不一樣了，他先從大同區兩個派出所試辦起，加上五台行動派出所，明年1月市府做民意調查、辦研討會。柯說，他是學界出身，「還是喜歡做實驗」，先從局部做做看，看看成效如何再決定。,71,2015-08-23,http://udn.com/news/story/1/1139642,5,14:56:02,北市改行動派出所  柯：喜歡做實驗
221,大同區,如果你喜歡50年代的復古懷舊風格，來「午食年代蹦啾好吃」就對了，拿起相機跟食我Ladies露易絲來個懷舊之旅吧！離中山站只要5分鐘的路程，店外頭十分醒目的三輪車，讓人一眼就知道到達目的地了。一進到店裡，濃濃的復古風味撲鼻而來，店內規畫了七個不同主題的懷舊情境，從學校、阿嬤的嫁妝到車站，古色古香的復古擺設讓人彷彿彷彿乘著時光機回到過去，店裡還有賣口哨糖、巧克力棒等讓你喚起兒時記憶的零食糖果。在復古台灣味的包裝之下，你絕對想不到午食年代蹦啾好吃這裡賣的是義式料理，除了基本的義式口味外，還有台灣味mix義法混搭風的料理。每份餐點都會附上香蒜麵包、生菜沙拉、玉米濃湯和一杯飲料，從附餐餐點就可以看得出店家在食物上的細節與用心。風乾培根鮮奶麵疙瘩裏頭有香蒜麵包與風乾培根，自製醬料讓大蒜的味道不會那麼濃厚，別看這小小一顆的麵疙瘩，午食年代的麵疙瘩吃起來更加Q彈有嚼勁又扎實，好吃的秘密是多種麵粉加上鮮奶手工揉製，鮮奶讓麵疙瘩吃起來口齒留香，這道菜除了有Q彈口感，還有培根的喀喀脆度，一種料理多種享受。有著泰式料理滋味的檸檬魚佐酸辣麵，溫順不刺激的酸辣口感，搭配上有嚼勁又入味的麵體，還有豐富澎湃的魚片，先用香料醃過的魚片味道不會被酸辣麵的味道蓋過，不論是口感或是滋味都相互展現得相得益彰，是道十分開胃的泰式義大利麵。午食年代蹦啾好吃地址：台北市大同區南京西路18巷6弄8-1號1樓電話：02-2559-9101營業時間：11:15～21:30,72,2015-08-23,http://udn.com/news/story/7199/1120303,5,08:39:00,[中山站]復古台灣味遇上義式料理 午食年代蹦啾好吃
222,大同區,大同區公所昨天下午在永樂廣場舉行「2015FU大同—月老繫情舞蹈大賽」總決賽，歷經3場初賽後，8支隊伍進入決選，由「類格鬼」隊奪下流行舞蹈組第一名。只見現場除有精彩的創意舞蹈決賽外，也同時結合台北霞海城隍廟，推出月老文化體驗，讓參與民眾一同接受月老公公的祝福，商圈和區內機關也推出多項互動體驗和遊戲，與民眾同樂。,73,2015-08-23,http://udn.com/news/story/7323/1138945,5,07:36:53,北市大同區創意舞蹈賽 跳給月老看
223,大同區,明年1月的立委選舉，隨著參選人逐漸明朗，火藥味也越來越濃厚。8名現任立委中，有6人力拚連任，其中多名對手是現任市議員，其中有意參選第七、八選區的楊實秋及李慶元，都是脫離國民黨，與昔日同志交手，更顯選情激烈。在第一選區連任七屆的國民黨立委丁守中認為，自己在立法院評鑑績優，且不管是在學歷、基層和問政上都遠超過民進黨立委參選人吳思瑤，但因大環境對國民黨不利，還是要戒慎恐懼。吳思瑤則認為自己有女性執政的專業形象，且上個月民調與丁守中相差不遠，對自己有信心。第二選區現任立委姚文智是民進黨唯一北市的現任立委，該選區的大同區是綠營大票倉，藍營人士也因此躊躇不前，最後決定與新黨合作不提名，由新黨市議員潘懷宗參選。潘懷宗表示，將主打民生議題，爭取選民支持。第五選區由曾參與太陽花學運，為時代力量披掛參選的閃靈主唱Freddy（林昶佐），挑戰現任國民黨立委林郁方，在地年輕人認為，社會運動這幾年在中正區遍地開花，對Freddy選情有利，但也有地方人士說，林郁方經營得不錯，民進黨派人來選都不一定贏得了，何況是第三勢力的時代力量。第六選區國民黨仍由現任老將蔣乃辛披掛上陣，民進黨該區不提名，由社民黨推派野百合學運總指揮出身的台大社會系副教授范雲挑戰。第七選區的部分，上月被國民黨開除黨籍的前議員楊實秋，將於本周宣布參選立委，對抗國民黨立委費鴻泰。上個月退出國民黨的市議員李慶元，昨天正式宣布以無黨籍參選第八選區立委，與國民黨現任立委賴士葆對決。李慶元表示，將以新頭腦進軍國會，提倡公平正義、修憲修法還權於民。該區還有社民黨參選人苗博雅、樹黨潘翰聲，以及曾多次參選的獨立參選人方景鈞。,74,2015-08-23,http://udn.com/news/story/7741/1138937,5,03:13:02,北市立委／參選明朗 8現任6要拚連任
