,,area,content,count,data,link,page,title
119,119,大同區,〔記者陳恩惠／台北報導〕陳姓技職工程師今晚下工騎車返回三重住處，行經北市大同區遇盤查，詎料，酒測值超標為0.26毫克/公升，陳說「不可能，我才喝一碗麻油雞ㄟ！」，由於進行酒測前，已讓陳師父經15分至30分的漱口時間，酒測值仍超標，大同警方仍得依公共危險罪送辦。大同警分局民族路派出所巡佐王添福與警員張家洋，今天傍晚5時30分在北市延平北路與民權西路口進行交通整頓，趁紅燈時對路過騎士查訪，意外在63歲的陳姓技職工程師身旁聞到一絲酒味，進行酒測沒想到竟然不是「零」！陳師父說，他目前在北市信義區福德街的建築工地，負責水泥項目，下午3時休息時間，一群同僚吵著沒精神工作，便和大家一塊喝了些保力達，直到4時30分提早結束工作，又和同僚到附近的麻油雞名店喝了一碗才回家，沒想到騎車遇檢，酒測值竟然有0.26，讓他大呼「再也不喝麻油雞湯啦！」☆飲酒過量  有害健康  禁止酒駕☆,45,2015-09-04  20:45,http://news.ltn.com.tw/news/society/breakingnews/1434691,3,1杯保力達、1碗麻油雞 他的酒測值…
120,120,大同區,大同分局的「行動派出所」今晚在知名的寧夏觀光夜市宣導，意外引起民眾爭相排隊試乘，熱門度破表。（記者陳恩惠攝）〔記者陳恩惠／台北報導〕您知道北市知名的寧夏夜市今夜最HOT的是哪攤？原來是大同警分局的「行動派出所」！大同警分局的行動派出所，以往總是停在寧夏夜市邊的路邊等候民眾上門，不過今晚這個航空母鑑，特地停靠在寧夏夜市正門口，為民眾服務，新奇的機動派出所，果然吸引眾多遊客、學子及民眾前來體驗試乘，就連逛夜市的中國遊客也躍躍欲試，讚賞台灣的「公安」服務真是熱心！台北市政府警察局今年7月起試辦警政革新，推出「行動派出所」專案勤務，大同分局的行動派出所則是取代過去的「雙連派出所」及「大橋派出所」，改以高機動性、便利性，以定點守望與轄區巡邏輪替的方式，執行為民服務與維持轄區治安的工作。大同分局說，「行動派出所」政策推行期間，除轄內治安狀況維持平穩，轄內交通事故發生件數也有減少趨勢，至今已受理32件為民服務案類、受理拾得物5件、受理失蹤人口、申請保護令各1件，成效頗佳。為了讓大同區內的民眾與各地遊客更熟悉「行動派出所」主要的「為民服務」、「受理報案」及「犯罪預防宣導」三大功能、詳細執行時間、地點及勤務執行方式，大同分局特別利用寧夏觀光夜市人潮聚集的時間，在夜市正門口執行犯罪預防宣導活動，大同分局的員警配合志工媽媽現場提供各項警政諮詢服務，同時發送防詐騙、防竊及反毒等文宣品，真的吸引遊客大排長龍，爭相前往搭乘行動派出所試乘體驗。大同分局的行動派出所在寧夏夜市門口「擺攤營業」啦！（記者陳恩惠攝）民眾排隊為了啥？體驗大同分局的「行動派出所」！（記者陳恩惠攝）民眾不僅能體驗「行動派出所」，也有精美小贈品喔。（記者陳恩惠攝）除了體驗「行動派出所」外，大同警分局也在寧夏夜市口進行預防犯罪宣導。（記者陳恩惠攝）,46,2015-09-04  19:16,http://news.ltn.com.tw/news/society/breakingnews/1434601,4,寧夏夜市今晚最熱門的 竟然是這一攤...
121,121,大同區,〔記者盧冠誠／台北報導〕第104000039期大福彩昨晚開獎，頭獎再度摃龜，連摃期數達39期，再度改寫台灣公益彩券史上最長連摃紀錄。而第104000210期今彩539則開出1注頭獎，可得獎金800萬元，由台北市大同區民族西路290號1樓「一弘彩券行」開出。另，今晚開獎的威力彩，頭獎已連37摃，亦創下威力彩最長連摃紀錄；台灣彩券表示，頭獎累積金額預估上看21億元。第104000039期大福彩昨晚開獎，頭獎再度摃龜，連摃期數達39期。（資料照）,47,2015-09-03,http://news.ltn.com.tw/news/society/paper/912239,4,大福彩 頭獎連39摃
122,122,大同區,,48,,http://talk.ltn.com.tw/article/paper/912279,4,
123,123,大同區,本期各獎項開獎獎號。（圖擷取自台彩網頁）〔即時新聞／綜合報導〕今（9月2日）晚間開獎的第104000039期大福彩頭獎摃龜；第104000210期今彩539頭獎開出1注，每注獎金800萬元，由台北市大同區民族西路290號1樓的「一弘彩券行」開出。第104000039期大福彩中獎號碼為：「01、07、08、09、13、20、21」，頭獎摃龜；貳獎5注獲得，每注可得25萬元；參獎共284注獲得，每注可得4000元；肆獎共5153注獲得，每注可得400元；普獎共3萬7377注獲得，每注可得200元。第104000210期今彩539中獎號碼為「02、12、27、28、31」，頭獎1注獲得，每注可得800萬元；貳獎共157注中獎，每注可得2萬元；參獎共5903注中獎，每注可得300元；肆獎共6萬5744注中獎，每注可得50元。第104000210期39樂合彩中獎號碼為「02、12、27、28、31」，四合1注獲得，每注可得21萬2500元；三合110注獲得，每注可得1萬1250元；二合共4069注獲得，每注可得1125元。第104000210期3星彩中獎號碼為「475」，正彩共9注中獎，每注可獲得1萬2500元。第104000210期4星彩中獎號碼為「4484」，正彩共7注中獎，每注可獲得12萬5000元。確切中獎號碼以台彩網站公告為主，請見「台灣彩券網站」。,49,2015-09-02  22:54,http://news.ltn.com.tw/news/business/breakingnews/1432508,4,大福彩頭獎摃龜 今彩頭獎開1注
124,124,大同區,〔記者蕭婷方／台北報導〕大同區民權里「蓬萊廟」正值建廟百年，廟旁兩棵百年老榕是當地精神象徵，八月初蘇迪勒颱風來襲時卻被連根吹起，壓毀遮雨棚，但因樹身過大、根又淺，遲遲無法種回去；廟方無奈之下，只好兩度擲筊問神明，最後取得神明授意，兩棵老榕移植陽明山。當地耆老白坤地說，這兩棵樹在建廟之初就種下當「門面」，樹下是厝邊居民晨間運動及傍晚聊天的好地方，但樹穴小、枝葉茂密，廟方欠缺經費修剪，一有颱風就擔心老樹「站不穩」，會被吹倒；蘇迪勒過境當晚果然成真，一棵壓到隔壁民宅，另一棵則直躺在廟頂，廟前遮雨棚也連帶被壓毀。民權里長林美菊說，深怕老樹無法活下來，先擲筊問神明「老樹要不要留」，神明授意要救活老樹，公所與工務局調來大吊車，要把老樹原地扶正，里內也出動十幾名壯丁修剪枝葉，但樹穴淺又緊鄰排水溝，苦無結果。眼看農曆七月普度將至，「廟無門面」就無法辦法會，居民與廟方都十分擔憂，「許多長者為此無法入眠」。林美菊說，後來廟方開會召集居民，再度擲筊問神明，為地方安全、災後重建，建議讓兩棵老樹回歸自然，連得聖筊應允，老樹移植陽明山，廟埕前則另植兩棵新樹苗。不過，蓬萊廟遭老樹壓毀，一下雨就漏水，廟頂現僅以簡單鐵皮防神明金身遭受日曬雨淋；礙於經費，廟方只能修補部分舊漏處，當地居民十分不捨，近日發起募款活動，「有錢出錢、有力出力」，要找回蓬萊廟的好風景。蓬萊廟正值建廟百年，廟前兩棵老榕樹卻被蘇迪勒颱風吹倒，壓毀廟頂。（民權里長林美菊提供）蓬萊廟現已初步修復，但廟頂仍以簡單鐵皮臨時遮風擋雨。（記者蕭婷方攝）,50,2015-09-02,http://news.ltn.com.tw/news/local/paper/912001,4,〈台北都會〉老榕壓毀蓬萊廟 神明授意移植
125,125,大同區,〔記者蕭婷方／台北報導〕大同區民權里「蓬萊廟」正值建廟百年，廟旁有兩棵百年老榕，樹不僅枝葉茂密，還覆蓋整座廟頂，更為當地精神象徵，八月初蘇迪勒颱風帶來強風豪雨，連帶也將老樹連根吹起，但樹身過大、根又淺，遲遲無法種回去，廟方無奈下便擲筊問神明，最後得神明授意，兩棵老榕移植陽明山。當地耆老白坤地說，蓬萊廟建廟之初就栽下兩棵老榕樹作為「門面」，厝邊居民晨間運動或傍晚聊天都在這兩棵老樹旁，但因為樹穴小、榕樹枝葉茂密，加上廟方缺經費修剪，每次颱風來襲，就擔心老樹「站不穩」被風吹倒。白坤地回憶，蘇迪勒過境當晚，兩棵老樹都已傾倒，一棵壓到隔壁民宅，另一棵則直躺在廟頂，廟前遮雨棚連帶也被壓毀，現場狼藉一片。民權里長林美菊說，當時深怕老樹無法活下來，先擲筊問神明「老樹要不要留（要不要救老樹）」，執筊神明授意要救活老樹，但公所與工務局調來大吊車要把老樹原地扶正，里內也出動十幾名壯丁修剪老樹枝葉，但因樹穴淺、又緊臨排水溝，苦無結果，且農曆七月普渡將至，「廟無門面」就無法辦法會，地方居民與廟方皆十分擔憂，「許多長者爲此無法入眠」。林美菊說，後來廟方開會召集居民，再度擲筊問神明，為地方安全、災後重建，建議讓兩棵老樹回歸自然，連得聖筊應允，遂將兩棵老樹移植陽明山，廟埕前將另植兩棵新樹苗；林美菊嘆，「也許是神明冥冥之中指引，要讓兩棵老樹回歸大自然」。雖然老樹順利移植，但蓬萊廟卻遭老樹壓毀，逢雨天就會漏水，廟頂現僅以簡單鐵皮防神明金身受日曬雨淋，廟方雖有意修繕，但礙於經費只能修補部分舊漏處，當地居民十分不捨，近日便發起募款活動，盼民眾「有錢出錢、有力出力」，重煥蓬萊廟好風景。蘇迪勒颱風過後，蓬萊廟前兩棵老榕壓毀廟頂。（民權里長林美菊提供）蘇迪勒颱風過後，蓬萊廟前兩棵老榕壓毀廟頂。（民權里長林美菊提供）蓬萊廟現已初步復舊，但廟頂仍以簡單鐵皮臨時遮風擋雨，仍待各界捐款修繕。（記者蕭婷方攝）,51,2015-09-01  20:27,http://news.ltn.com.tw/news/life/breakingnews/1431279,4,風災吹倒土地公廟百年老榕 執筊神明點頭移植陽明山
126,126,大同區,外地民眾訪友，幸好遇見行動派出所，巡佐丁國棟為他指路。（記者陳恩惠翻攝）〔記者陳恩惠／台北報導〕台北市警察局7月1日上路試辦的行動派出所，民眾質疑經常在馬偕醫院外，看見停擺的行動派出所，質疑「行動派出所不『機動』，航空母艦變泊港船？」，不過北市大同警分局的行動派出所可是熱情地主動出擊，自早上7時起上路，主要在知名的寧夏夜市周邊，以及前雙連派出所轄內四處巡視，直到凌晨1時收勤；民眾遇困難或急尋警，除可隨招隨攔外，也可前往在寧夏夜市與雙連市場2處定點洽詢。大同警方說，行動派出所不是只服務報案民眾，就在今天中午，台北市陰雨綿綿，摻雜間歇大雨，有名盲翁拿著手中的拐杖，敲敲打打地探路，並不時側耳辨識滴落雨聲的交通號誌燈響聲，此時，正在北市民生西路與太原路口定點執勤守望的建成所巡佐丁國棟與員警蔡嘉瑩在車內，看見站在對街面露焦慮的盲翁，趁紅燈前趕緊穿越馬路、牽著盲翁順利抵達雙連市場，盲翁連聲向員警致謝，逛市場的民眾見狀，大呼「警察先生您真棒！」建成所說，寧夏夜市總是觀光客朝聖必到之處，對於首次抵台國外旅人，或外地遊客，對周邊地址或地標可能感到陌生，現在行動派出所夜間常駐，車上紅藍色交錯的LED跑馬燈，明白顯示「大同分局行動派出所」，不但吸引迷途旅人前往敲門詢問，也成為國內外遊客第2個要參觀的地點。「這真的是台北的警察嗎？」由於迷途的遊客總是參觀完行動派出所內部設備與裝置後，才想起要向員警求助、協助指引方向，對警方的熱心協助，大呼不敢相信，因為大同分局的員警，與過去刻板、剛硬的警察形象大大不同，不僅非常親民，與攤商、居民互動親切，對於遊客也不拒絕，所以，現在的行動派出所，不但是遊客必參觀，還得拍照合影打卡呢！大同警分局分局長陳文智呼籲大眾，行動派出所經常於大同區治安要點巡邏、交通熱點守望、提供服務，民眾如有任何需要，都歡迎大家上車諮詢。大同分局建成所的行動派出所，除凌晨1時至早上7時前，未執勤時會停放派出所前外，其餘時間都會在寧夏夜市周邊巡邏。（記者陳恩惠攝）行動派出所施行2個月，大同警方局真的溫暖「行動」，扶盲胞、問路樣樣來。（記者陳恩惠翻攝）,52,2015-08-31  19:47,http://news.ltn.com.tw/news/society/breakingnews/1429993,4,北市行動派出所熱情出擊 民眾足感心
127,127,大同區,參賽者以鈕扣、拉鍊等素材設計出潮T，並由育達高職學生走秀展示，由評審從30組選出最佳作品。（記者鍾泓良攝）〔記者鍾泓良／台北報導〕台北市大同區的朝陽商圈過去為台北服飾材料重鎮，提供許多鈕扣、亮珠等周邊材料，近期轉型推廣「流行手作DIY」，吸引喜愛DIY愛好者。產發局位推行商圈特色，舉辦「2015年朝陽商圈創新設計賽」，從商圈店家收集材料設計潮T，並於今天中午在朝陽茶葉公園舉行走秀展示，由評審從30組選出最佳作品。台北市朝陽服飾材料街區發展協會理事長呂國維表示，過去商圈僅是材料的提供者但近期積極想要轉型成開發商品。針對的族群以年輕人為主，尤其是國中小學生，「因為有些DIY很簡單，可以融入課程。」他說，未來也在構思是否能舉辦像是嘉年華或配合萬聖節推出活動。闖入決賽的30位參賽者裡面，有一位高齡76歲的阿嬤李阿嬌。她說，自己之前有去花博參加過課程，引發興趣才會來參加這次比賽。談到設計理念，她說自己常常去大直橋下看風景，因此將大直橋下的風景融入自己的設計，用緞帶做大直橋橋墩，再用手工縫製出騎著單車的人。而因為年事已高，穿針引線困難，須用「導盲針」克服，但她認為能跟年輕人一起比賽很新鮮。最後比賽以參賽者陳香君的作品「大稻埕煙火，情人自行」拿下冠軍，參賽者陳惠娟的「我愛101煙火與摩天輪」及參賽者「張珈瑋的意象台北」拿下2、3名。相關影音,53,2015-08-30  20:33,http://news.ltn.com.tw/news/life/breakingnews/1428981,4,朝陽商圈潮T走秀 小鈕釦大驚奇
128,128,大同區,三重區預售新案「璞園春生生」，基地位重新路一段，鄰近捷運台北橋站，周邊商業機能成熟，聯外交通便利，產品規劃38~56坪，每坪開價65萬元起，璞園首創防水及設備保固7年，還有2年代管服務，預計年底動工。璞園建築團隊與誠寬建設合推新案「璞園春生生」，基地原是從日據時代經營的春生診所，位主幹道重新路旁，是此區難得的新建案，現場專案經理彭客惇表示，此案距離捷運台北橋站僅350公尺，正義北路、中央北路都是三重最熱鬧的核心，附近有重新市場、三合夜市、天台廣場，生活機能齊備，吸引不少換屋族目光。此外，台北橋主要聯通三重到台北市幹道，距離三重交流道約5分鐘車程，重新路、正義北路公車路線多，附近還有中興橋、忠孝橋可通往各區，新北環快也可接台64線，聯外道路四通八達。此案特別聘請德國12大年輕建築師林友寒規劃，外觀以垂直和水平交錯展現層次，外牆磚由不同元素和色磚拼貼，將成為三重新美學地標。「璞園春生生」，規劃地上15層、地下3層住家，將抗震係數拉高到0.264g，1、2樓挑高6米，入口人車分道，公設規劃有交誼廳、階梯教室、健身房、戶外休憩區，公設利用大片落地窗增加室內採光，1樓有1戶住家，頂樓還有空中花園、BBQ、曬被區等，標準層單層5戶，建材配有德國Rational櫥櫃、長庚生技活水、Kohler全自動免治馬桶、面盆等，全案預計2019年完工。「璞園春生生」專案經理 彭客惇此案位三重核心地段，周邊多為老舊社區，少有新案推出，因此甫推出頗受區域客期待，主力3~4房適合換屋客層，價格比隔座橋的台北市大同區新案便宜，且璞園提供7年保固和2年免費代管服務，讓顧客住得安心。樣品屋規劃B3戶48坪，3房格局，室內樓高3.2米，公共空間寬敞。,54,2015-08-29,http://news.ltn.com.tw/news/consumer/paper/910753,4,璞園春生生台北橋旁 建商7年保固
129,129,大同區,〔記者劉慶侯／台北報導〕應召站老闆謝學章為監控旗下小姐「工作是否賣力」，竟在工作房內架設隱藏式麥克風、門口設監視器，當應召站被警方破獲時，應召女郎得知自己每天的「鶯聲燕語」居然「全都錄」，氣得大罵謝嫌「沒天良！」警方表示，47歲的謝嫌，原本從事俗稱「外賣茶」式的應召站，但4年前被查獲，謝嫌假釋出獄後，重起爐灶，改為一樓一鳳方式營業，認為比較不會被警方「整碗端走」。警方表示，謝嫌與2名負責監控機房的「姐姐」等人共組賣淫集團，利用人頭租用北市新生北路三段數間套房為賣淫處所，容留中國、印尼及台灣等國籍女子從事性交易。警方發現，集團為監控應召女工作，在各性交易的套房周邊裝設至少4支監視器，且於屋內裝設隱藏式語音監聽偵測器。警方多日跟監埋伏，終掌握謝嫌及指揮應召女接客的機房位置，先破獲4處接客營業地點，除帶回謝嫌及陳姓馬伕、嫖客及應召女子等人，隨後在大同區的機房再逮捕陳姓總機小姐，現場查扣遠端監控設備、教戰手冊、性交易所得19萬餘元等證物。謝嫌辯稱，套房外架設影音監視系統，是怕小姐私接客人，也防範可疑人物或警方「探頭探腦」；至於套房內暗設語音監聽器，謝嫌也供稱是怕小姐被客人毆打、欺負，是為了保護小姐安全，也可知道小姐是否出賣店方；他否認在套房內設置針孔攝影機，唯警方仍深入偵辦中。謝嫌4年前被南港警分局偵查隊組員林義禕查獲，再次逮捕他的林義禕如今已升任台北市刑大偵四隊副隊長，謝嫌大嘆「被剋到！」被依人口販運及妨害風化罪移送台北地檢署。,55,2015-08-29,http://news.ltn.com.tw/news/society/paper/910868,4,叫聲列為業績 應召站監聽小姐
130,130,大同區,〔記者何世昌／台北報導〕北市首間公辦民營「心願工坊小作所」昨正式開幕，最多可提供廿名十五歲以上身障者多元日照服務，服務內容包括訓練身障者進行簡單代工、安排文康休閒活動、培養自理能力等。「心願工坊小作所」現已招收九名身障者，尚有廿二名排隊評估中。位在大同區昌吉街的「心願工坊小作所」是首間公辦民營小作所，去年九月由育成基金會得標，得標金約六百卅萬，協助廿位身障者，平均每位約卅一萬五千元。相較於勞動局斥資兩億打造「台北市身心障礙者就業大樓」，標榜以「社會企業」帶動身心障礙者就業，依約須進用卅名身心障礙者，後增為四十五人，但花兩億元蓋的大樓換算下來，平均一位身心障礙者砸入近四百五十萬元促進就業費，約為三分之二座「小作所」，差別很大。社會局表示，「小作所」是「身心障礙者社區日間作業設施」的別稱，概念類似庇護工場的前哨站。「小作所」除了提供十五歲至六十五歲身障者日間照顧服務，還會訓練他們摺紙盒、手工皂包膜等簡易代工，代工收入會以「獎勵金」發放，每人每月依表現可領到數百至一千元不等的零用錢，表現良好的身障者有機會媒合到庇護工場就業。育成基金會表示，「心願工坊小作所」每月僅收費三千元，比起一般身障者日照中心至少便宜一萬元；此外，依衛福部規定，「小作所」服務上限廿人，現已招收九名身障者，員額剩十一名，仍有廿二名身障者在排隊，不過「小作所」須經過評估，民眾仍可電洽02-25929960報名。北市首間公辦民營「心願工坊小作所」正式開幕，最多可提供20名15歲以上身障者多元日照服務。（記者何世昌攝）,56,2015-08-28,http://news.ltn.com.tw/news/local/paper/910637,4,〈台北都會〉照護身障者 首間公辦民營小作所開張
131,131,大同區,〔記者邱柏勝／台北報導〕昨晚開獎的第104000037期大福彩，頭獎連37摃，獎金4.05億元累入下期；台彩表示，下期大福彩頭獎上看4.2億元。另外，連35摃的威力彩今晚開獎，頭獎上看18億元，若一注獨得，將是公益彩券史上第三高單注獎金。昨晚開獎的第104000204期今彩539，頭獎則有兩注中獎，各得獎金800萬元，獎落屏東縣潮州鎮中山路102號「億發彩券行」、台北市大同區南京西路187號「法主公彩券行」。,57,2015-08-27,http://news.ltn.com.tw/news/society/paper/910240,4,大福彩 頭獎連37摃
132,132,大同區,〔即時新聞／綜合報導〕今（8月26日）晚間開獎的第104000037期大福彩頭獎摃龜；第104000204期今彩539頭獎開出2注，每注獎金800萬元，由屏東縣潮州鎮中山路102號1樓的「億發彩券行」及台北市大同區南京西路187號的「法主公彩券行」開出。第104000037期大福彩中獎號碼為：「01、05、06、15、17、19、30」，頭獎摃龜；貳獎8注獲得，每注可得100萬元；參獎共260注獲得，每注可得8000元；肆獎共4811注獲得，每注可得800元；普獎共3萬8794注獲得，每注可得400元。第104000204期今彩539中獎號碼為「10、17、22、24、30」，頭獎2注獲得，每注可得800萬元；貳獎共135注中獎，每注可得2萬元；參獎共5199注中獎，每注可得300元；肆獎共5萬9916注中獎，每注可得50元。第104000204期39樂合彩中獎號碼為「10、17、22、24、30」，四合摃龜；三合187注獲得，每注可得1萬1250元；二合共4052注獲得，每注可得1125元。第104000204期3星彩中獎號碼為「777」，正彩共524注中獎，每注可獲得1萬2500元。第104000204期4星彩中獎號碼為「5334」，正彩共3注中獎，每注可獲得12萬5000元。確切中獎號碼以台彩網站公告為主，請見「台灣彩券網站」。本期各獎項開獎獎號。（圖擷取自台彩網頁）,58,2015-08-26  22:34,http://news.ltn.com.tw/news/business/breakingnews/1425208,4,大福彩頭獎摃龜 今彩頭獎開2注
133,133,大同區,〔記者黃佳琳／高雄報導〕設址台北的見豐貿易有限公司，以低於市價1折的價格，從國外進口即將到期的義大利麵、乳酪條等食品，再把這批食品賣給中、下游盤商，這些食品被消費者吃下肚時，都已經過期；雄檢指出，這批食品種類繁多，其中1批義大利麵裡出現活蟲，被全聯福利中心退貨。雄檢表示，高市衛生局日前接獲民眾檢舉，發現高雄東海食品行向見豐貿易有限公司以1折價格購買義大利麵、乳酪條等食品，東海食品行再以市價4折的價格，把這些過期、即期的食品，販售給停靠在高雄港補運物資的船務公司及各大餐廳牟利。檢警昨日兵分12路前往台北市大同區、新北市八里區、台中市大雅區、高雄市仁武區、鹽埕區等12處執行搜索時，共查扣81箱帳冊資料，其中，檢察官黃嬿如前往見豐公司高雄分公司執行搜索時，當場發現貨架上有一批被全聯退貨的進口「義大利麵條」，包裝內有活蟲在麵條袋裡蠕動，而這批被全聯退貨的義大利麵，部分商品過期標籤遭已竄改有效期限，準備今天再出貨給其他廠商。另名檢察官陳建烈帶著稽查人員前往東海食品行執行搜索時，才剛進門就看到92歲的王姓老翁正持刀片在刮除過期標籤，還打算用自行打印的偽造標籤換貼於過期食品上，現場還發現有藍乾酪絲、麵粉薄餅、乾酪騙、紅甜椒、沙沙醬、料理白葡萄酒、蜂蜜燕麥杏仁、火雞醬、孜然粉、紅甜菜、咖哩黃瓜、西班牙白豆等進口食品，不但都已經過期，甚至有限日期遭塗銷或更改。雄檢漏夜偵訊見豐公司高雄分公司經理黃秋栢、陳姓員工、沈姓倉管人員、徐姓貨運司機及謝姓會計、東海食品行王瑞山、王耀榮、王建霖祖孫三代（分別為12年次、44年次、69年次）及王耀榮妻子洪金鶯（45年次）等9人，目前黃秋栢、王耀榮、王建霖因違反食安法被法院裁定羈押，其餘幾人則依20萬至50元不等金額交保。相關影音檢警前往見豐及下游廠商稽查時，發現義大利麵條不但過期，裡頭還有小蟲蠕動，相當噁心。（記者黃佳琳翻攝）雄檢指出，這批食品種類繁多，其中1批義大利麵裡出現活蟲，被全聯福利中心退貨。（記者黃佳琳攝）,59,2015-08-26  18:16,http://news.ltn.com.tw/news/life/breakingnews/1424897,4,噁心義大利麵有蟲 買貨的廠商竟是....
134,134,大同區,〔記者盧姮倩／台北報導〕明年台北市立委選戰，民進黨積極與泛藍勢力合作，前國民黨北市議員楊實秋日前受訪表示「與綠營有合作默契」，今將召開記者會，宣布投入綠營不提名的北市松山、信義選區立委選戰，據指出，獲民進黨及親民黨支持的藝人Selina老公「阿中」張承中，也擬於本週宣布參戰，與楊一同挑戰國民黨立委費鴻泰，為選情再投變數。民進黨北市黨部主委黃承國昨證實張本週要宣布參選，認為張是優秀人才，他們樂觀其成，但此區參選者眾，民進黨尚未決定支持人選；但張承中昨受訪態度低調，對於是否參選一事不予評論。民進黨為呼應主席蔡英文而喊出的「進步大聯盟」，北市八選區僅提名北投士林區、士林大同區及中山松山區，另五選區不予提名，保留與第三勢力及其他政黨合作空間。其中，內湖南港區已禮讓親民黨市議員黃珊珊、中正萬華區禮讓時代力量林昶佐、文山中正區禮讓無黨籍的李慶元，其餘兩區仍在整合階段。媒體人周玉蔻上月在臉書爆料，親民黨力勸張承中披無黨籍戰袍，投入北市松信區選戰，並獲民進黨合作共識，而民、親不看好早已表明參選此區立委的楊實秋，已力勸楊參選另一選區立委。據綠營人士指出，張承中已答應參選，預計本週對外宣布，因張形象佳，容易吸收中間選民及年輕選票，綠營傾向支持張。,60,2015-08-26,http://news.ltn.com.tw/news/local/paper/909996,4,〈台北都會〉傳Selina夫張承中 本週宣布參選
135,135,大同區,〔記者鍾泓良、涂鉅旻、蕭婷方／台北報導〕為推行「二○五○台北願景計畫」，市長柯文哲每個月到各區舉行「行動市政會議」，宣傳各區未來發展計畫。六月、七月已分別在社子島、大同區舉辦「行動市政會議」，八月底也會在龍山國中舉辦「中正萬華復興計畫戶外開講」。此外，柯上任後推動公共建設時，均會舉行地區說明會，例如廣慈博愛園區、南機場整宅等議題就舉辦過地區說明會。都發局表示，行動市政會議與地區說明會皆是先由市府官員在台上說明整體社區或區域計畫，隨後開放事先登記的民眾發表三到五分鐘言論，市府再針對問題回答，兩者差別在於，行動市政會議規模較大、多可至千人、由市長、副市長出席。地區說明會規模較小、約五十位居民、里長、局長出席。「行動市政會議」有市長參加，市民感覺受重視，但也並非毫無弊端，有地方人士不滿指出，市府蒐集在地意見後，應該給予具體回饋，否則縱使市民提出許多想法，官員仍提過去已規劃好的計劃，市民激盪的意見「統統不見了」，恐淪為「摸頭大會」。有居民就說，感覺行動市政會議根本就是「競選晚會」、「政令說明會」，市府大排場登場，但之後也沒有看到實質內容。記者觀察，都發局的成功案例屬廣慈，都發局三月首次辦說明會時，被民眾嚴厲抨擊，但他們在七月都委會依照民意設計出全新的建築規劃，讓委員及居民稱讚是「最反映民意的都市計畫」，所以重點不是市長有沒有參加，而是政策是否真能落實民意。,61,2015-08-25,http://news.ltn.com.tw/news/local/paper/909677,5,〈台北都會〉行動市政會議 不見民意變摸頭
136,136,大同區,北市「行動派出所」（見圖）遭里長抱怨報案麻煩，網友則認為：「報案打110不就好了？」（資料照，記者張嘉明攝）〔即時新聞／綜合報導〕台北市長柯文哲上任以來持續推行新政，其中「行動派出所」更是格外引發關注，柯昨（21）日主持市政體驗營時透露，考慮未來要把北市12個行政區的所有派出所都裁撤掉，用行動派出所替代。此話一出引發爭議，有媒體訪問北市里長，里長對此十分反彈，認為未來報案會找不到。對此，大部分網友對柯P的新政採取正面態度，更直言：「報案打110不就好了！」根據《蘋果日報》報導，對於柯P推動行動派出所一事，信義區長春里里長潘厚勳批：「民眾仍依賴派出所，沒固定點去哪報案？」大同區景星里里長張惠雯則諷刺地說：「報案像攔計程車，攔不到就認了嗎？」還透露有里民坐公車到別里報案，想找派出所時找不到。對於里長們的反彈，網友們則認為是多慮了，有網友就說：「報案打110不是常識嗎？」、「從小沒進到派出所報案過的」，但也有網友認為，北市其實不用全撤派出所，「只要留分局就夠了」，對柯P全撤的想法持保留態度。,62,2015-08-22  18:24,http://news.ltn.com.tw/news/life/breakingnews/1420759,5,里長怨行動派出所報案麻煩 網友：打110不就好了
