_id,area,content,count,date,likes,link,page,pk,title
309,士林區,"朝陽科技大學承辦的「創新創業論壇」，22日假科技部中部科學園區管理局舉行，論壇主題「中大型企業及政府如何參與及協助創新創業」，探討政府及中大型企業如何協助青年創新創業，經由演講及與談，提供與會者創新創業的資訊與資源，並藉由交流啟發創新思維，激發創新創業能量。該論壇由擔任中科產學訓協會理事長之逢甲大學校長李秉乾主持，邀請科技部中部科學園區管理局長王永壯等貴賓及產官學界代表約200人與會。活動中特別安排群募貝果數位科技執行長陳威光，分別與朝陽科技大學以及中科產學訓協會簽約。未來群募貝果將協助導入群眾募資的概念，讓中科產學訓協會成員的創意創業提案，透過群募貝果平台的豐富資源，進而協助成員實踐創業夢想。而朝陽科技大學則將透過課程開設、實習以及教學資源互動等方式與群募貝果合作，共同推動三創教育，實踐創業。論壇中，除了邀請經濟部中小企業處處長葉雲龍專題介紹政府創業資源，針對中大型企業及政府如何參與及協助創新創業之議題，亦由中華育成協會理事長黃經堯教授主持說明。與談人台中市政府經濟發展局長呂曜志表示，為了協助青年創業圓夢，台中市政府特別編列1,200萬元推動「青創夢想家計畫」，讓有意創業的青年都到台中來發展；寶成集團協理陳天鐸也表示，為了因應工業4.0以及智能生產的時代到來，由寶成集團召集台灣鞋機及IOT的相關廠商所成立的「智能製鞋聯盟」，亦正積極思考如何透過整合IOT技術服務廠商及學術單位，推動台灣製鞋產業的創新智能化。此外，來自瑞典的專業孵化器（育成中心）評鑑機構UBI共同創辦人阿里（Mr.Ali Amin），則以跨國大集團思科（CISCO）集團的經驗，說明大企業如何幫助年輕人創新與創業，受到熱烈迴響。(工商時報)",16,2015/10/23 00:00,336,http://www.chinatimes.com/newspapers/20151023000345-260208,5,ltn00310,創新創業論壇 分享經驗、資源
310,士林區,有關士林夜市水果昂貴的新聞，大陸媒體至少有41家轉載，但網友反應很不一樣。破口大罵台灣坑人者固然有之，也有人持平論述，士林夜市本來就是「觀光」區，一定比較貴，到台灣應該自由行，自己街頭巷弄去找吃的，絕不會被坑。不少大陸網友在士林夜市天價水果這則新聞下留言：「台灣也只是人間，不必太羨慕」、「想不到灣灣（陸網友對台灣的暱稱）也會這樣」、「太坑爹了，這樣就要100元（換算為人民幣）了呀！」有網友似乎對台灣十分熟悉，「別去觀光客才去的地方，深入大街小巷去找，即使超商買東西也物超所值」；更有人指點，「台灣十大不推薦景點！士林夜市早就是第一名了。」建議去台中逢甲夜市、台南花園夜市，台北若真要到夜市，吃喝類去寧夏夜市跟饒河街夜市，找個性小商品應該去師大路夜市。在大陸旅遊網站的分享文章區，士林夜市被某些網友抨擊太貴不只一次，但勝在地點好、交通方便；南部有些夜市也被罵過，部分惡評是溝通不良所致；逢甲夜市跟花園夜市是目前大陸客評價較高的夜市。(旺報),17,2015/10/22 00:00,7987,http://www.chinatimes.com/newspapers/20151022000874-260301,5,ltn00311,網友罵「坑爹」嘆台灣只是人間
311,士林區,你家有鉛管、你喝鉛水嗎？台北市自來水處昨在輿論壓力下，公布全市共有605處的鉛管清冊，總長達107公里的鉛管，相當於跑大安森林公園45圈。百公里 繞大安公園45周全台包括雙北、新竹縣市、苗栗、宜花，共有3.6萬用水戶，是由鉛製水管引水進入家戶，除北市外，其餘6縣市均規劃最慢明年底前完成水管汰換。北水處昨在北市議員謝維洲、顏聖冠要求下，公布全市605處鉛管清冊，赫見全市12個行政區均埋有鉛管，總長度達107公里又524公尺。其中，第一名是中央政府機關所在地的中正區（19公里）；第二名是文山區（逾16公里）；第三名為萬華區（逾15公里）。以路段來區分，鉛管超過1公里的路段多達12處（詳見表）。最長鉛管路段的是萬華區萬大路（2.7公里），第二名是北投中和街（1.9公里），第三名是大安區新生南路1段（1.2公里）。鉛王 中正、文山、萬華由於總統官邸剛好位於南昌路1段，外界揣測「該不會連總統都喝鉛水」？北水處澄清，進入官邸的水管並非鉛管。此外，該清冊也赫見鄰近總統府的凱達格蘭大道、前總統李登輝居住「翠山莊」所在的中社路1段，及知名豪宅帝寶所在的仁愛路3段，但與北水處查證，以上地點均非採用鉛管。在夜市、商圈部分，謝維洲說，包括通化夜市、永康商圈、師大夜市、延吉街和饒河夜市，都有街廓埋鉛管。清冊資料也顯示，位在士林夜市街廓內的大東路、大西路、大南路等，也埋有631公尺的鉛管。血液免費驗鉛 1周決定台北市長柯文哲昨天赴市議會備詢時，被問到是否將動用第二預備金為用戶檢驗血液中含鉛濃度，柯文哲強調，將在1周內與北市衛生局長黃世傑討論後出具報告，再決定是否要替北市民檢驗血鉛濃度。北水處副處長陳明州表示，經實測，鉛管若要溶出鉛，管線須長逾30公尺、水停滯超過6小時才有風險；民眾若有疑慮，只要一段時間未開水龍頭，用水時可先讓水流出一段時間再使用。(中國時報)校正編輯：林宜靜,18,2015/10/22 00:00,16829,http://www.chinatimes.com/newspapers/20151022000397-260102,5,ltn00312,台北市605個路段飲鉛水
312,士林區,全北市鉛管總長度107公里，包括士林、師大等知名夜市及永康街紛紛中標。士林老街商圈繁榮促進會理事長蘇文山強調，確會擔心消費者受影響，只盼北水處儘速更換。饒河街管委會會長郭洪金鳳說，馬英九擔任市長期間整修騎樓，就她所知已一併更換水管，當地應無鉛水問題。寧夏夜市觀光協會理事長林定國表示，2004年寧夏風華再現改造案，就已更換夜市自來水管，所以用水絕對沒問題。北市東門永康商圈發展協會理事長劉鴻翔表示，說不擔心是不可能，畢竟鉛會沉積體內危及健康，但商圈不只關心來客數，也擔心居民及店家自身健康。北市龍泉商圈促進會理事長陳鴻溢說，希望北水處將師大夜市盡快列入換管地區。文林路擺攤賣檸檬愛玉的李小姐說，飲品都在百齡國小附近住家做好，才拿到夜市販售，未用到文林路的水。而住家附近這1、2年常施工，一問之下才知是在換水管線，當時還覺得擾民，現在想起來反而安心。士林夜市安平街一家冰品店吳姓老闆娘說，做冰講究水質，她認為，花2、3年才把鉛管汰換完畢實在太久，有問題應趕快換。大安區龍泉里長龎維良說，北市府未公布確切用到鉛管家戶位置，會造成民眾恐慌，昨已接到4、5通里民來電，甚至詢問「可否國賠？」(中國時報)校正編輯：宋亞真,19,2015/10/22 00:00,3911,http://www.chinatimes.com/newspapers/20151022000415-260102,5,ltn00313,知名夜市、商圈中標：快換管
313,士林區,自2012年爆出4顆鳳梨釋迦1800元（新台幣，下同）的天價之後，台北士林夜市又被大陸媒體爆出現切水果價格昂貴，1顆柿子、1顆火龍果加2顆芭樂，要價500元；陸媒到超市比價，士林夜市價格至少是市價的3倍。士林夜市觀光發展協會負責人21日向《旺報》表示，夜市水果攤的現切價格的確比市價貴，由於人流量龐大，攤位租金也高，黃金地段月租一坪2萬元，某些水果攤一個月租金十幾萬元，加上雇用人手、提供試吃，成本高於其他地方。地段人手 試吃成本高但協會也不希望業者價格過高引起議論，因此都要求明碼標價，不能強迫消費。大陸媒體報導的案例，協會將會調查，有人投訴的話，會依規定處理。兩名大陸駐台記者是於17日（周六）晚間到士林，計程車蔡姓司機在她們下車前，很含蓄地說：「我們台北人是不去士林夜市買水果的，你們如果要買，記得要問清楚價格，貨比三家。」夜市入口的現切水果攤，夥計端著切成小塊的蓮霧、芒果、鳳梨請客人試吃。招牌明碼標價，大部分的未切價格是100克30元左右，切好的100克50元左右。客人選定水果種類後，老闆會幫忙挑兩、三個，削皮、切塊，用透明塑膠袋裝起來，過秤計價。遊客就可以邊逛夜市邊吃。被投訴2次 將遭取締大陸記者挑了1個柿子、1個火龍果、2個芭樂均現切，過秤為523元。老闆很和氣只收500元，附贈兩小塊西瓜和兩小塊楊桃。大陸記者後來到7-11比價，一盒鳳梨、芭樂、柚子、蘋果拼裝的現切水果，178克42元；另外一家生鮮超市，一盒180克的鳳梨和哈密瓜現切水果是39元；未切的柿子在超市一顆賣35元，而士林夜市賣100元、切完賣135元。台北市政府市場處表示，士林夜市去年被投訴十餘件，該處曾把被投訴最多的5個攤位列為「旅遊警示」，又公布「1999」投訴電話；目前士林夜市共22個水果攤位，今年平均一季一件投訴案，同一攤位如被投訴2次強迫消費，就會被取締。(旺報)校正編輯：林宜靜,20,2015/10/22 00:00,18449,http://www.chinatimes.com/newspapers/20151022000871-260301,5,ltn00314,陸媒超市比價 士林夜市貴2倍
314,士林區,「真是一波未平、一波又起」高雄輕軌19日發生列車出軌意外，加上承包商退票等風波不斷，試營運4天給人倉促上路、人員訓練不足的負面印象，在總統、立委選舉將屆，高雄輕軌多災多難對「綠色執政、品質保證」狠狠打臉。高雄輕軌設計有C1至C14站，今年5月原宣布C1至C8站，要在8月底試營運，但因工程進度落後，7月縮水改稱試乘距離只到C4站，8月試營運目標亦跟著跳票。直到9月25日完成交通部履勘，高雄市政府10月1日收到交通部同意後，宣布10月16日試營運。只是，16日試營運前夕，統包商之一的長鴻營造驚傳跳票，50餘個高雄輕軌分包商因領不到近3億元欠款，10月13日起停工，讓已落後近15%的工程進度雪上加霜。高雄市長陳菊曾公開表示，在安全無虞情況，希望施工單位努力，讓C4至C8站在農曆年前完工，給高雄民眾一個大紅包，目前看起來非常不樂觀。事實上，8月以來，高雄輕軌意外頻傳，先是有遊覽車闖進軌道區，9月又有自小客車疑為閃狗，翻車撞壞C4站護欄及水泥阻體，昨天脫軌更是繼全台輕軌「首發」後，全台「首脫」，迄今未見有人扛責。捷運局表示，長鴻營造因聲請重整一度放下輕軌工程不管，由領銜廠商西班牙CAF公司接手，經介入協調長鴻營造與分包商間欠款問題，雙方已決定以監督付款解決。捷運局副局長鍾禮榮說，昨天起長鴻營造已經有人上班，小部分包商也開始上工，情況好轉，明年中C1至C14站完工目標不變。長鴻營造承包的台北市「北投士林科技園區」區段徵收公共工程也出包，台北市議員林世宗昨天再踢爆，該工程已全面停工，原訂年底完工也確定跳票，分配到專案住宅的上百名民眾今將前往工地，拉起白布條抗議。北市工務局副局長黃治峯表示，若長鴻無法起死回生，將結算長鴻工程進度、求償，重新招標。(中國時報),21,2015/10/20 00:00,2869,http://www.chinatimes.com/newspapers/20151020000432-260102,5,ltn00315,輕軌多波折 打臉綠色執政
315,士林區,天道盟不倒會大哥張雯維，涉嫌以暴力討債及經營職棒簽賭維生，手段凶殘，一名土雞城小開無力償還賭債，遭張嫌等人當街追打，並發射信號彈灼傷，甚至強逼小開母親代子償債，該名小開最後燒炭自殺身亡。大同警分局將張嫌等6人查緝到案，訊後依組織犯罪等罪嫌移送法辦。警方調查，39歲的張嫌，綽號「阿志」，為天道盟不倒會中生代大哥，平日在北市大同、士林區活動，自恃幫派惡勢力，如果被害人還不出錢，就率眾暴力討逼債，甚至到法院門口押人，並株連被害人家屬也慘遭暴力相向。鄭姓被害人因沉迷賭博，向人借款180萬元簽賭，無力償債下，遭張嫌暴力討債；去年10月間，雙方相約還款不成，張嫌一夥人竟無視對面是派出所，當街追打鄭男，途中還發射信號彈，鄭連滾帶爬衝進派出所求救，才逃過一劫。不過，張嫌等人追債不成下，轉向鄭母逼債，鄭後來自覺對不起家人，無法承受被逼債壓力，去年11月在桃園中壢租屋處燒炭自殺。警方案發後，查出是張嫌等人所為，並發現他們另涉今年6月間一起暴力討債，逼債過程中，一行人企圖在台北地方法院大門強行押走因案開庭的林姓被害人，因林及早發覺，開庭中向審判長反映，開庭後經審判長指派法警護送下，才得以安全返家。警方蒐證多時後，兵分多路將張嫌等6人查緝到案，並查獲帳冊、本票等贓證物一批，全案刻由檢警擴大偵辦中。★再給自己一次機會自殺諮詢專線：0800-788995（24小時）生命線：1995張老師專線：1980(中國時報),22,2015/10/20 00:00,898,http://www.chinatimes.com/newspapers/20151020000426-260106,5,ltn00316,暴力追債逼死小開 6惡煞落網
316,士林區,這一天的台北天氣相當炎熱，下午，我們先參觀了至善園，樓閣池塘與花草樹木相映成趣，自然地融為一體。王羲之以字換鵝的石雕更是栩栩如生，總體給人一種亭台軒榭蘇州園林的感覺。沿著園間蜿蜒的小路走走，就來到了故宮，白牆綠瓦的中國宮殿式建築，院前廣場矗立著六根白柱，氣勢雄偉，莊重肅穆，極具民族特色。進館後我認真地看了三件鎮館之寶：翠玉白菜、東坡肉形石、毛公鼎，也就是俗稱的「酸菜白肉鍋」。聽了導遊的一番介紹，我了解到翠玉白菜是由技術工人雕琢而成，灰白的菜幫與翠綠的菜葉巧妙地結合在一起，菜葉上停留著兩隻觸角清晰的昆蟲，它們可是意味著子孫滿堂的螽斯和蝗蟲。故宮的珍品真是琳琅滿目，我們還參觀了「青銅器：皇帝的鏡子」主題區，有黃公望的富春山居圖、范寬的谿山行旅圖，鄭板橋的書畫，最後欣賞了由輔仁大學同學設計的貴州苗族服裝展品。離開故宮，騎腳踏車去了國父紀念館，它是為紀念孫中山先生百年誕辰而籌建的紀念館。紀念館南邊是中山公園，放眼望去公園裡種了許多木棉樹和松柏，綠意盎然的同時也給紀念館增添了一點莊嚴的氣氛。遠眺高聳入雲的台北101大樓，頗多觀光客在這兒與大樓合影。轉身即是樸實雄偉的國父紀念館了，灰白的柱子，紅色的墻體，黃色的屋頂，中國古典式建築元素，全都融入其中。走進大廳，一尊孫中山先生的銅像位於大廳中央，銅像前方由三軍儀隊站崗保衛。我去的時候輪到海軍儀隊，他們每到整點就開展衛兵交接儀式，步伐整齊，動作進退有節，在衛兵的邊上還有一個小衛兵穿著縮小版的海軍儀隊服，做著相同的動作，非常可愛。在大批手持相機的觀光客人群中，我聚精會神地看完了交接儀式。夕陽西下，我們在故宮紀念品商店買了點東西後離開了，坐上公車來到士林夜市。夜市店鋪參差錯落又緊緊地挨在一起，逛夜市的人們也擠得水泄不通，琳琅滿目的美食看的我們眼花繚亂，在小夥伴們的帶領下，我嘗到了最地道的菜肴和飲料甜點。蚵仔煎、培根青蔥卷、青蛙撞奶……大夥兒有說有笑，都吃的津津有味，樂在其中。柏油路在昏暗的路燈下顯得格外的清靜，兩邊又停了七零八落的機車，偶有機車開過來，鳴響那刺耳的嘀嘀聲，我們的歡聲笑語給這裡的一切帶來了一縷喧囂。(旺報),23,2015/10/16 00:00,1257,http://www.chinatimes.com/newspapers/20151016001018-260306,6,ltn00317,一日台北 從故宮到夜市
317,士林區,,24,,,http://www.chinatimes.com/newspapers/20151016000688-260102,6,ltn00318,
318,士林區,"大台北都會區住宅市場長期以來供不應求，供需缺口一直存在。最新出爐的「十大人口紅利區」調查結果顯示，就各區新完工住宅、人口數變化觀察，北市內湖住宅短缺最明顯，而十大區域中，台北市囊括7個行政區。住展雜誌昨（15）日公布最新調查，從民國100年至104年9月，大台北都會區各區新建房屋與人口變化，依每1戶居住2.78人（全國平均家戶人口數）推估住宅缺口，結果大台北有不少區域仍享有人口紅利，房子呈現供不應求狀況。住展雜誌企研室經理何世昌表示，其中以北市內湖短缺2,690戶奪得榜首，南港、大同分居二、三名；另新北市則有3區具人口紅利。住宅供需缺口最多的前十名，分別為內湖、南港、大同、樹林、文山、中山、士林、三峽、信義、八里；前六名行政區，住宅缺口均逾1,000戶以上。何世昌表示，內湖是台北市推案規模最可觀的區域之一，近4年多共新增3千多戶房子，但蓋房子的速度還跟不上人口成長速度；因為同期間內湖人口暴增約1.6萬人，住宅還短缺2千多戶，成為大台北最缺房子的地區。排名第二的南港與內湖同樣是北市人口成長的重鎮，關鍵就在南軟園區與內科園區；這兩大園區釋出大量的就業機會，促使園區員工不斷往園區周邊遷移，進而帶動龐大的居住需求。至於第三名的大同區，是台北市相對低價區，新推預售新屋成交價每坪約7字頭，入住的門檻相對低，近4年多來人口淨成長逾6千人，且大同區開發早，素地稀有推案不多，同期間新案僅釋出7百多戶，還不到成長人口居住需求的一半。新北市方面，躋身前十大榜內的行政區有八里、三峽與樹林，分別排名第十、第八和第四名，這三區都不是一線房市區，頗讓人跌破眼鏡，但房價相對親民。何世昌分析，近年大台北市中心因高房價產生推擠效應，不少人輾轉到外圍購屋，讓市中心外圍人口穩定增長。以三峽來說，常有人批評三峽房子蓋太多、點燈率太低，但實際上三峽人口成長十分快速，北大特區內的人口數已超過都市計畫容納人口，加上近年新案數量少，供給量反而跟不上人口成長量。(工商時報)",25,2015/10/16 00:00,1387,http://www.chinatimes.com/newspapers/20151016000119-260204,6,ltn00319,大台北人口紅利區 內湖居首
319,士林區,"在房市銷售回溫與中國官方加快基建投資的情況下，中國9月份的新增貸款與社會融資總額表現超乎預期，新增貸款額更突破兆元，創下歷年來同期的最高紀錄。不過市場分析認為，在實體經濟依舊虛弱的情況下，年底前貨幣政策仍有望進一步寬鬆。中國人民銀行昨（15）日公布的數據顯示，9月份新增人民幣貸款額達到1.05兆元人民幣（下同），當月社會融資規模則為1.3兆元，分別優於經濟學家預測的8,855億元與1.2兆元。新增貸款額不但創下9個月的歷史新高，也推升1～9月的新增貸款總額達到9.9兆元，逼近10兆元的關卡。人行數據還顯示，9月底的廣義貨幣（M2）年增率為13.1％，略為低於8月的13.3％，但符合市場預期。而9月底狹義貨幣（M1）年增率則為11.4％，比起8月份增加2.1個百分點。匯豐大中華區首席經濟學家屈宏斌表示，9月份住戶與企業的貸款都比8月份明顯改善，而房市回溫與政府加快基建投資對於增加貸款上升的情況功不可沒。但他也強調，雖然信貸數據有所改善，但由於經濟需求薄弱，官方仍應加強貨幣與財政寬鬆的力度。華爾街見聞也引述三菱東京日聯銀行的分析認為，房貸在9月出現明顯成長，但整體經濟數據的表現並不樂觀，物價壓力不大，預估年底之前可能會降息一次，以穩定經濟形勢。中國統計局日前公布的數據顯示，中國9月份的CPI年增率只有1.6％，遠低於市場預期，通縮風險仍高，PPI則是連續第43個月負成長，產能過剩依舊沒有改善，給了貨幣與財政政策進一步放鬆的空間。(工商時報)",26,2015/10/16 00:00,647,http://www.chinatimes.com/newspapers/20151016000083-260203,6,ltn00320,專家：實體經濟仍弱
320,士林區,承接高鐵雲林站及高雄輕軌的承包商長鴻營造驚傳跳票，可能使雲林通車出現變數。對此，長鴻營造董事長吳啟章喊冤說，「我們有錢、不是沒錢，跳票是因高雄捷運局欠近10億元工程尾款和追加款，及銀行抽銀根，導致跳票」，目前只有幾百萬元是雲林站包商欠款，根本不影響通車，且該站已幾乎竣工。外傳長鴻跳票後，公司找不到人，員工被迫放無薪假，吳啟章說，依營造工程慣例，會調配讓員工放特休假，最近確實許多員工休假，但仍有內勤上班，工地也有工程師。吳啟章罵 被高捷搞的長鴻營造10月1日起至12日，被退票434張，金額1.57億元。負責高鐵雲林站下游61家承包商因領不到工程款，多次北上與長鴻高層協商處理，均未獲回應。吳啟章對此表示，雲林站已90％完工，根本不影響通車，「且對施工品質打包票」。他說，不是故意跳票，實在是被高雄捷運局搞的，錢都卡在那邊。銀行抽銀根 周轉不靈長鴻因承接高雄輕軌，結果捷運局以施工延期為由不付尾款，吳啟章說，因變更設計才使工程延期，變更設計案早已送高捷，但高捷就是不審，之前已反映高捷再不付應付尾款及追加款，長鴻會跳票，未獲回應。另，吳啟章說，向台灣中小企銀和土銀聯貸一筆14多億元貸款，還有4、5億元未撥，銀行抽銀根才導致資金周轉不靈。長鴻指出，董事會決議，依公司法規向法院聲請重整及緊急處分，以求公司重建更生。吳啟章說，會先和高雄捷運局好好談，若無法溝通再尋求法律途徑。手握大工程 逾40億元長鴻今年第3季負債總額25.41億元、總資產33.3億元。據悉，目前手中除高雄輕軌案外，還有數個重大工程案，如北投士林科技園區區段徵收公共工程專案住宅新建工程，金額約25.02億元，業主為台北市府新建工程處，工程已收尾；另有三峽北大安置住宅新建統包工程17.68億元，業主為新北市府城鄉發展局。長鴻說，在重整及緊急處分期間，公司將會持續與工程業主協商，以債權移轉、監督付款、專款專用的方式，希望取得已完工的各項工程款，支付包商，解決退票。(中國時報)校正編輯：宋亞真,27,2015/10/15 00:00,6956,http://www.chinatimes.com/newspapers/20151015000415-260102,7,ltn00321,長鴻喊冤：高捷10億尾款未付
321,士林區,受到幸福人壽牽連，長鴻營造（5506）從10月1日起至10月12日，已被退票434張，金額達1.57億元；長鴻指出，公司近期因跳票事件所發生財務困難情形，恐有暫停營業或有停業之虞，為求能永續經營，並保障員工工作權益及債權人權益，認為需透過重整程序方得以繼續經營。長鴻指出，董事會決議，將依公司法相關規定向法院聲請重整及緊急處分，以求公司重建更生。長鴻表示，在聲請重整期間，公司仍然會積極尋求其他有效方法，以期早日恢復正常營運。長鴻自結今年第3季負債總額為25.41億元、資產總額為33.3億元。長鴻指出，這次跳票，主要是因高雄輕軌工程尾款及工程追加款，約6、7億元，原本9月底要給，但受到幸福人壽事件影響，高雄市政府遲遲未撥款，才導致存款不足。另外，原本有一筆14多億元的聯貸，還有4、5億元未撥，也因銀行不撥，甚至有抽銀根動作，才導致資金周轉不靈。長鴻表示，聲請重整及緊急處分，就是希望公司資產不被查封；同時現有正進行的工程能不受跳票影響繼續施作，這樣才有後續工程款項能支付下包商等，讓公司能正常運作。長鴻主要往來銀行包括台灣中小企銀、土地銀行等二家。長鴻目前手中主要、金額較大的工程，主要是與CAF西班牙鐵路建設共同取得的「高雄環狀輕軌捷運建設統包工程」，工程總金額56.79億元，長鴻占其中的20.3億元，業主是高雄市政府捷運工程局。長鴻指出，高雄輕軌共有14個站區，目前已經完工8個站區；不過，多數工程款仍然未取得。而北投士林科技園區區段徵收公共工程專案住宅新建工程，金額新台幣25.02億元，業主是台北市政府新建工程處，目前工程已在進行收尾中。除此之外，三峽北大安置住宅新建統包工程，金額新台幣17.68億元，業主是新北市政府城鄉發展局。長鴻指出，在重整及緊急處分期間，公司會持續與工程業主協商，以債權移轉、監督付款、專款專用的方式，希望取得已完工工程款，支付下包商，解決退票事宜。另外，由於部分工程業者受到幸福事件影響，停止撥付工程款；長鴻也表示，對這些未入帳的工程款、工程追加款，以及正進行訴訟的工程追加款、補助款，希望能與發包單位進行協商，儘快取得解決方案，然後以監督付款方式，讓下包商拿到錢，讓資金能靈活運用。(工商時報),28,2015/10/14 00:00,11021,http://www.chinatimes.com/newspapers/20151014000240-260206,7,ltn00322,長鴻退票1.57億 聲請重整
322,士林區,「來，慢慢把荔枝割下來，嘗嘗看。」來自馬來西亞的阿西，戴著斗笠和袖套，在農場主人指導下，摘下人生第一把荔枝，興奮地拔一顆品嘗，汁液從嘴邊噴出，在場的人都笑得東倒西歪，阿西說，「這荔枝真甜啊！」「農村體驗」成為近年最夯的體驗行程。台灣休閒農業發展協會祕書長游文宏說，全台約有80家休閒農場接待外國觀光客，遍布台灣各地，每年自由行旅客比例倍增，民國99年佔總人數7.8％，民國101年成長至15％，去年更倍增至30.4%，一年就接待逾30萬名國外遊客。香港、新加坡與馬來西亞為大宗。觀光客住在農村民宿，隔天一大早跟著摘金棗、割稻、做綠茶，每個人臉上掛滿笑容，鄉村景觀、體驗活動、人情味與鄉土美食，成為國際遊客心目中的深刻意象。農村體驗將台灣文化傳到國外，也讓旅客把錢留在台灣，平均每名旅客消費支出3529元，替休閒農場創造一年10億元商機。因自由行旅客倍增而受惠的店家還有位於南投竹山工業區的「遊山茶訪」。這間從民國50年就開始種茶的公司，前年加入觀光局的「國際光點計畫」，自由行旅客跟著走進竹山這個小鎮，香港、星馬、日本與歐美旅客絡繹不絕。店內提供泡茶、焙茶、做茶等體驗式活動。一對從來沒喝過台灣茶的歐洲年輕人，透過網路資訊得知遊山茶訪，自行從日月潭開車到店內體驗做茶，遊山茶訪總經理葉淑盆印象深刻；她說，觀光局「逼」業者每周開會、自己想文案找出亮點，吸引旅客深度旅遊。當列車長27年的台北運務段台北車班列車長鄒通華感觸最深，以往火車上都是陸客團，台灣積極擴大自由行後，每班列車幾乎都可以見到自由行陸客，加上日本、馬來西亞、香港等旅客，火車成為「小型聯合國」。鄒通華常當起導遊，介紹他們到台南或東部海岸，有港客告訴他，寧願去淡水和墾丁，不想去阿里山或日月潭，讓鄒通華感受觀光大國計畫，確實讓台灣變得不太一樣。位於台北市士林區的郭元益博物館，副總經理郭建偉發現，背包客消費力雖然不高，但更願意了解深層文化，停下來詢問老屋的歷史、糕點的製作過程，以及參加體驗課程，讓店家能好好地「講故事」。自由行旅客增加的經濟效益，業者都感受到了。(中國時報),29,2015/10/14 00:00,1871,http://www.chinatimes.com/newspapers/20151014000519-260102,7,ltn00323,最愛這味 玩觀光農場 做茶、摘荔枝…
323,北投區,新光銀行「承德分行」深耕士林地區多年，為擴大拓展各項業務及提供客戶更便利、舒適之金融環境，頃遷移至鄰近台北市士林區承德路四段192之1號繼續營業，並於日前舉行喬遷開幕典禮，由新光銀行李增昌董事長、新光金控許澎副董事長共同主持剪綵儀式，同時舉行開幕酒會。承德分行周邊為住商混合之商圈，臨近士林夜市商圈，交通便捷且生活機能便利，不僅商業活動頻繁，亦為各大金融機構兵家必爭之地。新光銀行新行舍內以嶄新的空間設計規畫，提供當地企業及一般民眾各項存、匯款、消費性金融貸款、中小企業融資及財富管理等最佳金融服務。新光銀行表示，該行悠遊聯名卡熱烈申辦中，凡於12月31日前新戶核卡後45天內不限金額任刷3筆，即贈CITYCAFE中杯拿鐵5杯；國內一般消費每筆享0.3％現金回饋無上限、指定通路1.2％現金回饋，此外，即日起至2016年2月28日止，「新光悠遊Debit卡」首刷交易享1％現金回饋、非首次刷卡交易每筆享0.5％現金回饋。更多專屬優惠詳情，請至新光銀行網站查詢。(工商時報),1,2015/10/08 00:00,210,http://www.chinatimes.com/newspapers/20151008000352-260208,1,ltn00324,新光銀承德分行 喬遷
324,北投區,人才發展協會（ATD）與財團法人自強工業科學基金會攜手合作，於日前在台北國際會議中心（TICC）舉辦的2015年ATD亞太區年會，圓滿閉幕。本次年會訂定6大研討議題，包括：1.訓練設計和執行、2.學習技術、3.人才管理與領導力發展、4.組織效能與創新、5.學習的評量與分析、6.全球人力資源發展等。三天的研討會進行之形式包含主題演講、大師論壇及專題演講等。年會中邀請了世界各地知名專家學者、及企業高階主管到場講授專業見解及進行實例分享。講師包含曾被哈佛商業評論評選為世界第一的領導力思想家Marshall Goldsmith、倡導eLearning學習科技的知名分析家Elliott Masie、宏碁集團創辦人施振榮等來自20個不同國家之國際知名菁英代表與會，於年會中發表精采專題。(工商時報),2,2015/10/07 00:00,28,http://www.chinatimes.com/newspapers/20151007000318-260208,1,ltn00325,ATD亞太區年會 圓滿閉幕
